"age"	"job"	"marital"	"education"	"default"	"balance"	"housing"	"loan"	"contact"	"day"	"month"	"duration"	"campaign"	"y"
57	"entrepreneur"	"divorced"	"secondary"	"no"	-37	"no"	"no"	"unknown"	5	"may"	173	1	"no"
34	"admin."	"married"	"tertiary"	"no"	0	"no"	"no"	"cellular"	28	"jan"	155	2	"yes"
34	"management"	"single"	"tertiary"	"no"	0	"no"	"no"	"cellular"	21	"aug"	129	4	"no"
48	"technician"	"married"	"secondary"	"no"	42	"yes"	"yes"	"cellular"	17	"nov"	92	1	"no"
61	"retired"	"married"	"primary"	"no"	2863	"no"	"no"	"cellular"	13	"nov"	264	1	"no"
49	"unemployed"	"married"	"secondary"	"no"	769	"yes"	"no"	"unknown"	14	"may"	257	1	"no"
43	"management"	"divorced"	"secondary"	"no"	130	"yes"	"no"	"unknown"	5	"jun"	63	3	"no"
49	"unemployed"	"married"	"primary"	"no"	-384	"yes"	"no"	"unknown"	27	"may"	25	1	"no"
53	"management"	"married"	"secondary"	"no"	2522	"no"	"no"	"unknown"	9	"jun"	478	2	"no"
43	"entrepreneur"	"married"	"tertiary"	"no"	1	"yes"	"yes"	"cellular"	15	"jul"	61	2	"no"
33	"management"	"married"	"secondary"	"yes"	7	"no"	"yes"	"cellular"	20	"aug"	239	2	"no"
27	"student"	"single"	"secondary"	"no"	274	"no"	"no"	"cellular"	27	"may"	283	1	"no"
30	"technician"	"single"	"tertiary"	"yes"	23	"no"	"no"	"cellular"	12	"aug"	72	4	"no"
60	"technician"	"married"	"secondary"	"no"	1740	"no"	"no"	"cellular"	13	"mar"	296	2	"yes"
34	"admin."	"married"	"secondary"	"no"	36	"no"	"no"	"cellular"	22	"aug"	192	6	"no"
45	"management"	"married"	"tertiary"	"no"	-114	"yes"	"no"	"cellular"	20	"apr"	257	1	"no"
42	"self-employed"	"married"	"secondary"	"no"	399	"no"	"no"	"cellular"	28	"jan"	296	2	"no"
45	"services"	"married"	"secondary"	"no"	191	"no"	"yes"	"unknown"	6	"jun"	136	2	"no"
29	"management"	"single"	"tertiary"	"no"	1739	"yes"	"no"	"cellular"	3	"jun"	114	1	"no"
49	"blue-collar"	"divorced"	"primary"	"no"	0	"yes"	"no"	"cellular"	29	"jul"	468	2	"no"
47	"services"	"married"	"secondary"	"no"	1629	"yes"	"no"	"cellular"	7	"may"	25	1	"no"
57	"self-employed"	"married"	"secondary"	"no"	65	"no"	"yes"	"cellular"	9	"jul"	171	1	"no"
28	"blue-collar"	"single"	"secondary"	"no"	56	"yes"	"no"	"unknown"	23	"may"	66	1	"no"
50	"management"	"single"	"tertiary"	"no"	1300	"yes"	"no"	"unknown"	13	"may"	379	2	"no"
31	"technician"	"single"	"tertiary"	"yes"	24	"no"	"no"	"cellular"	21	"aug"	246	2	"no"
27	"student"	"single"	"secondary"	"no"	2245	"no"	"no"	"cellular"	18	"jan"	163	1	"no"
25	"management"	"single"	"tertiary"	"no"	667	"no"	"no"	"cellular"	29	"oct"	408	2	"no"
49	"self-employed"	"married"	"tertiary"	"no"	2143	"no"	"no"	"cellular"	20	"nov"	226	3	"no"
26	"self-employed"	"single"	"tertiary"	"no"	1393	"no"	"no"	"cellular"	3	"jul"	194	1	"no"
29	"entrepreneur"	"married"	"secondary"	"no"	714	"yes"	"yes"	"cellular"	13	"may"	482	2	"yes"
29	"admin."	"single"	"secondary"	"no"	-133	"no"	"no"	"cellular"	18	"jul"	108	1	"no"
34	"management"	"married"	"secondary"	"no"	-294	"yes"	"no"	"unknown"	27	"may"	532	2	"no"
32	"admin."	"divorced"	"secondary"	"no"	-19	"yes"	"no"	"unknown"	30	"may"	97	2	"no"
35	"technician"	"single"	"secondary"	"no"	915	"no"	"yes"	"cellular"	26	"aug"	89	3	"no"
25	"blue-collar"	"single"	"secondary"	"no"	543	"yes"	"no"	"cellular"	15	"may"	302	1	"no"
33	"management"	"single"	"tertiary"	"no"	99	"no"	"no"	"cellular"	8	"jul"	159	1	"no"
59	"retired"	"married"	"secondary"	"no"	493	"no"	"no"	"cellular"	30	"apr"	237	1	"yes"
40	"blue-collar"	"married"	"secondary"	"no"	384	"no"	"yes"	"cellular"	30	"jul"	142	3	"no"
44	"admin."	"married"	"secondary"	"no"	1206	"no"	"no"	"cellular"	19	"nov"	180	3	"no"
33	"blue-collar"	"married"	"primary"	"no"	191	"yes"	"no"	"unknown"	9	"may"	162	2	"no"
57	"admin."	"married"	"unknown"	"no"	5	"no"	"no"	"unknown"	20	"jun"	165	2	"no"
54	"housemaid"	"married"	"secondary"	"no"	0	"no"	"yes"	"cellular"	7	"jul"	97	1	"no"
49	"self-employed"	"married"	"tertiary"	"no"	503	"yes"	"no"	"cellular"	21	"jul"	507	1	"no"
25	"self-employed"	"single"	"tertiary"	"no"	1294	"no"	"no"	"cellular"	17	"apr"	95	4	"no"
52	"services"	"married"	"secondary"	"no"	2993	"no"	"no"	"cellular"	11	"mar"	96	6	"no"
41	"management"	"married"	"tertiary"	"no"	1272	"yes"	"no"	"cellular"	17	"nov"	214	1	"no"
57	"technician"	"divorced"	"tertiary"	"no"	114	"no"	"no"	"cellular"	19	"aug"	281	2	"no"
35	"entrepreneur"	"married"	"tertiary"	"no"	-31	"yes"	"no"	"cellular"	21	"nov"	171	2	"no"
53	"blue-collar"	"married"	"primary"	"no"	1942	"yes"	"no"	"unknown"	2	"jun"	185	2	"no"
38	"technician"	"single"	"secondary"	"no"	275	"yes"	"no"	"cellular"	28	"jan"	52	1	"no"
23	"student"	"single"	"secondary"	"no"	1809	"no"	"no"	"cellular"	8	"jul"	414	2	"yes"
57	"housemaid"	"married"	"primary"	"no"	473	"no"	"no"	"unknown"	9	"jun"	87	1	"no"
44	"blue-collar"	"married"	"primary"	"no"	194	"yes"	"no"	"unknown"	28	"may"	105	2	"no"
39	"services"	"married"	"secondary"	"no"	2381	"yes"	"yes"	"cellular"	29	"jul"	91	3	"no"
45	"technician"	"married"	"tertiary"	"no"	2699	"yes"	"no"	"cellular"	29	"jun"	264	4	"no"
43	"management"	"married"	"tertiary"	"no"	0	"no"	"no"	"cellular"	2	"feb"	319	2	"no"
34	"management"	"married"	"tertiary"	"no"	611	"no"	"no"	"cellular"	2	"jun"	350	1	"yes"
49	"admin."	"married"	"secondary"	"no"	949	"no"	"no"	"cellular"	4	"aug"	91	1	"no"
42	"management"	"single"	"tertiary"	"no"	759	"no"	"yes"	"cellular"	28	"aug"	105	6	"no"
38	"management"	"married"	"secondary"	"no"	336	"yes"	"no"	"cellular"	20	"apr"	259	3	"no"
51	"services"	"married"	"secondary"	"no"	325	"yes"	"no"	"unknown"	20	"jun"	123	4	"no"
58	"blue-collar"	"married"	"unknown"	"no"	703	"no"	"no"	"unknown"	20	"jun"	37	3	"no"
55	"unemployed"	"married"	"primary"	"no"	1221	"no"	"yes"	"cellular"	8	"jul"	108	1	"no"
54	"technician"	"divorced"	"secondary"	"no"	784	"yes"	"yes"	"unknown"	15	"may"	579	1	"no"
27	"housemaid"	"married"	"secondary"	"yes"	65	"yes"	"yes"	"cellular"	17	"jul"	59	1	"no"
40	"blue-collar"	"married"	"secondary"	"no"	339	"yes"	"no"	"unknown"	14	"may"	234	2	"no"
52	"housemaid"	"divorced"	"secondary"	"no"	131	"yes"	"yes"	"cellular"	11	"may"	87	1	"no"
61	"retired"	"married"	"primary"	"no"	197	"no"	"no"	"cellular"	17	"feb"	113	1	"yes"
43	"admin."	"single"	"unknown"	"no"	474	"no"	"no"	"cellular"	29	"jan"	571	1	"no"
50	"housemaid"	"married"	"primary"	"no"	395	"yes"	"no"	"unknown"	15	"may"	419	2	"no"
26	"technician"	"single"	"secondary"	"no"	75	"yes"	"no"	"unknown"	27	"may"	337	2	"no"
39	"blue-collar"	"married"	"primary"	"no"	1387	"no"	"no"	"unknown"	9	"jun"	52	3	"no"
48	"management"	"divorced"	"tertiary"	"no"	-244	"yes"	"no"	"unknown"	5	"may"	253	1	"no"
31	"services"	"married"	"secondary"	"no"	356	"yes"	"no"	"unknown"	20	"jun"	228	5	"no"
23	"services"	"single"	"secondary"	"no"	-39	"yes"	"yes"	"unknown"	9	"may"	142	2	"no"
43	"technician"	"married"	"secondary"	"no"	0	"no"	"no"	"cellular"	8	"jul"	74	1	"no"
34	"blue-collar"	"divorced"	"secondary"	"no"	-301	"yes"	"yes"	"cellular"	18	"may"	465	2	"no"
37	"self-employed"	"single"	"tertiary"	"no"	1188	"no"	"no"	"cellular"	24	"jun"	310	1	"yes"
53	"blue-collar"	"married"	"secondary"	"no"	-102	"yes"	"no"	"cellular"	11	"may"	52	2	"no"
50	"management"	"married"	"secondary"	"no"	1457	"no"	"yes"	"cellular"	9	"jul"	167	1	"no"
33	"management"	"divorced"	"tertiary"	"no"	-336	"no"	"no"	"cellular"	12	"aug"	75	2	"no"
54	"management"	"divorced"	"tertiary"	"no"	-125	"no"	"yes"	"cellular"	8	"aug"	107	2	"no"
34	"admin."	"single"	"secondary"	"no"	10	"no"	"yes"	"unknown"	29	"may"	310	3	"no"
42	"services"	"married"	"secondary"	"no"	0	"yes"	"no"	"cellular"	9	"jul"	431	1	"no"
33	"blue-collar"	"married"	"secondary"	"no"	64	"no"	"no"	"unknown"	16	"may"	239	3	"no"
32	"blue-collar"	"married"	"secondary"	"no"	1197	"yes"	"yes"	"unknown"	16	"may"	241	1	"no"
40	"admin."	"divorced"	"secondary"	"no"	-541	"yes"	"yes"	"unknown"	28	"may"	270	4	"no"
38	"admin."	"married"	"secondary"	"no"	607	"yes"	"no"	"unknown"	13	"may"	315	3	"no"
48	"blue-collar"	"married"	"secondary"	"no"	0	"yes"	"no"	"unknown"	26	"may"	105	1	"no"
60	"blue-collar"	"married"	"tertiary"	"no"	759	"no"	"no"	"cellular"	8	"aug"	255	2	"no"
33	"technician"	"single"	"secondary"	"no"	-96	"no"	"no"	"cellular"	29	"jan"	213	4	"no"
33	"technician"	"single"	"secondary"	"no"	1500	"no"	"no"	"cellular"	7	"aug"	133	4	"no"
59	"retired"	"married"	"secondary"	"no"	319	"yes"	"no"	"unknown"	5	"may"	143	3	"no"
33	"technician"	"divorced"	"primary"	"no"	20	"yes"	"no"	"unknown"	15	"may"	172	4	"no"
30	"management"	"married"	"tertiary"	"no"	732	"yes"	"no"	"unknown"	2	"jun"	231	1	"no"
35	"services"	"married"	"secondary"	"no"	195	"yes"	"no"	"cellular"	17	"apr"	203	1	"no"
35	"technician"	"married"	"secondary"	"no"	561	"yes"	"no"	"cellular"	22	"jul"	95	1	"no"
33	"blue-collar"	"married"	"secondary"	"no"	1233	"yes"	"no"	"cellular"	14	"may"	141	1	"no"
31	"admin."	"single"	"secondary"	"no"	396	"yes"	"no"	"unknown"	19	"may"	104	1	"no"
29	"technician"	"married"	"tertiary"	"no"	1413	"yes"	"no"	"cellular"	17	"jul"	170	4	"no"
41	"management"	"married"	"tertiary"	"no"	36	"no"	"no"	"cellular"	19	"nov"	388	3	"no"
35	"management"	"married"	"tertiary"	"no"	1036	"no"	"no"	"cellular"	13	"aug"	356	1	"no"
37	"services"	"married"	"secondary"	"no"	466	"yes"	"yes"	"cellular"	25	"may"	377	1	"yes"
28	"blue-collar"	"single"	"primary"	"no"	150	"no"	"yes"	"cellular"	9	"jul"	112	2	"no"
38	"services"	"married"	"secondary"	"no"	2289	"no"	"no"	"unknown"	18	"jun"	89	5	"no"
39	"blue-collar"	"married"	"unknown"	"no"	1096	"no"	"no"	"unknown"	20	"may"	246	3	"no"
59	"services"	"married"	"primary"	"no"	64	"yes"	"yes"	"telephone"	12	"may"	370	2	"no"
34	"management"	"single"	"tertiary"	"no"	1310	"no"	"yes"	"cellular"	20	"nov"	90	3	"no"
45	"management"	"married"	"tertiary"	"no"	409	"no"	"no"	"unknown"	11	"jun"	144	1	"no"
30	"management"	"married"	"tertiary"	"no"	0	"yes"	"no"	"cellular"	9	"jul"	127	1	"no"
58	"management"	"married"	"tertiary"	"no"	0	"no"	"no"	"cellular"	30	"jul"	120	2	"no"
54	"management"	"divorced"	"tertiary"	"no"	2037	"no"	"no"	"cellular"	2	"feb"	96	1	"no"
29	"admin."	"married"	"secondary"	"no"	1489	"yes"	"no"	"cellular"	20	"apr"	399	1	"no"
52	"blue-collar"	"divorced"	"secondary"	"no"	1912	"yes"	"yes"	"cellular"	28	"jul"	123	2	"no"
59	"self-employed"	"married"	"tertiary"	"no"	0	"yes"	"no"	"cellular"	11	"may"	89	1	"no"
40	"unemployed"	"married"	"secondary"	"no"	1872	"no"	"no"	"cellular"	21	"nov"	112	1	"no"
49	"retired"	"married"	"primary"	"no"	2665	"yes"	"no"	"unknown"	13	"may"	67	1	"no"
46	"unemployed"	"married"	"secondary"	"no"	926	"no"	"no"	"cellular"	7	"jul"	385	5	"yes"
48	"technician"	"married"	"secondary"	"no"	335	"no"	"no"	"unknown"	17	"jun"	214	3	"no"
33	"technician"	"divorced"	"secondary"	"no"	557	"yes"	"no"	"cellular"	21	"aug"	362	1	"no"
44	"management"	"married"	"secondary"	"no"	0	"no"	"no"	"cellular"	21	"aug"	167	2	"no"
25	"unemployed"	"single"	"tertiary"	"no"	343	"no"	"no"	"cellular"	1	"jun"	377	1	"yes"
30	"services"	"married"	"secondary"	"no"	1286	"yes"	"yes"	"cellular"	17	"jul"	544	1	"no"
55	"management"	"married"	"tertiary"	"no"	2366	"yes"	"yes"	"cellular"	30	"jul"	94	4	"no"
44	"management"	"married"	"tertiary"	"no"	22	"yes"	"no"	"cellular"	6	"aug"	265	2	"no"
31	"admin."	"single"	"tertiary"	"no"	52	"yes"	"no"	"cellular"	14	"oct"	71	1	"no"
57	"blue-collar"	"married"	"primary"	"no"	47	"no"	"yes"	"unknown"	3	"jul"	326	1	"no"
35	"management"	"single"	"tertiary"	"no"	250	"no"	"no"	"unknown"	19	"jun"	92	2	"no"
41	"technician"	"single"	"secondary"	"no"	-618	"yes"	"yes"	"cellular"	11	"jul"	215	1	"no"
32	"self-employed"	"married"	"tertiary"	"no"	210	"yes"	"no"	"cellular"	19	"nov"	268	1	"no"
52	"services"	"married"	"tertiary"	"no"	1135	"yes"	"yes"	"unknown"	13	"may"	514	5	"no"
34	"blue-collar"	"married"	"primary"	"no"	333	"yes"	"yes"	"cellular"	11	"may"	63	1	"no"
48	"entrepreneur"	"married"	"secondary"	"no"	0	"yes"	"no"	"cellular"	11	"may"	430	3	"no"
33	"unemployed"	"divorced"	"secondary"	"no"	0	"yes"	"no"	"cellular"	18	"nov"	91	2	"no"
40	"management"	"married"	"tertiary"	"no"	0	"yes"	"no"	"cellular"	25	"mar"	506	2	"yes"
45	"technician"	"married"	"tertiary"	"no"	1780	"no"	"no"	"cellular"	11	"aug"	52	4	"no"
57	"housemaid"	"married"	"secondary"	"no"	992	"no"	"no"	"unknown"	9	"jun"	329	3	"no"
57	"retired"	"married"	"unknown"	"no"	1621	"yes"	"no"	"unknown"	19	"jun"	108	1	"no"
45	"technician"	"married"	"secondary"	"no"	1841	"yes"	"no"	"cellular"	30	"jul"	154	2	"no"
42	"technician"	"married"	"secondary"	"no"	122	"yes"	"no"	"cellular"	6	"may"	74	2	"no"
39	"blue-collar"	"married"	"secondary"	"no"	-66	"no"	"yes"	"telephone"	24	"jul"	626	5	"no"
53	"technician"	"married"	"secondary"	"no"	428	"no"	"no"	"cellular"	19	"aug"	609	4	"no"
36	"technician"	"divorced"	"secondary"	"no"	433	"no"	"no"	"cellular"	22	"aug"	173	3	"no"
50	"services"	"married"	"secondary"	"no"	545	"no"	"no"	"cellular"	2	"feb"	72	1	"no"
43	"services"	"divorced"	"secondary"	"no"	1040	"yes"	"no"	"unknown"	19	"may"	552	3	"yes"
61	"retired"	"divorced"	"secondary"	"no"	927	"no"	"no"	"cellular"	30	"apr"	427	3	"yes"
37	"blue-collar"	"married"	"primary"	"no"	445	"yes"	"no"	"unknown"	26	"may"	159	2	"no"
54	"admin."	"divorced"	"secondary"	"no"	200	"no"	"no"	"cellular"	3	"jun"	170	1	"yes"
27	"services"	"single"	"secondary"	"no"	167	"no"	"yes"	"cellular"	8	"jul"	606	2	"no"
39	"housemaid"	"married"	"primary"	"no"	0	"yes"	"no"	"telephone"	16	"jul"	129	6	"no"
46	"admin."	"married"	"unknown"	"no"	-1092	"yes"	"no"	"cellular"	12	"may"	75	5	"no"
48	"blue-collar"	"married"	"secondary"	"no"	865	"yes"	"no"	"cellular"	13	"may"	78	2	"no"
30	"technician"	"married"	"tertiary"	"no"	0	"no"	"no"	"cellular"	21	"jul"	306	1	"no"
32	"services"	"married"	"secondary"	"no"	386	"no"	"no"	"cellular"	30	"apr"	222	1	"no"
33	"blue-collar"	"married"	"primary"	"no"	0	"yes"	"no"	"unknown"	15	"may"	270	1	"no"
48	"management"	"married"	"tertiary"	"no"	732	"no"	"no"	"cellular"	14	"aug"	157	2	"no"
47	"housemaid"	"married"	"primary"	"no"	32	"no"	"no"	"cellular"	5	"aug"	231	2	"no"
40	"management"	"single"	"tertiary"	"no"	383	"yes"	"no"	"unknown"	6	"jun"	106	5	"no"
25	"technician"	"married"	"tertiary"	"no"	2551	"no"	"no"	"cellular"	28	"dec"	400	3	"yes"
23	"blue-collar"	"single"	"secondary"	"yes"	-207	"yes"	"no"	"unknown"	3	"jun"	277	1	"no"
43	"blue-collar"	"married"	"primary"	"no"	582	"yes"	"no"	"telephone"	11	"may"	544	3	"no"
32	"technician"	"single"	"secondary"	"no"	0	"yes"	"no"	"unknown"	5	"may"	136	1	"no"
33	"services"	"married"	"secondary"	"no"	804	"yes"	"yes"	"unknown"	8	"may"	266	1	"no"
37	"self-employed"	"married"	"secondary"	"no"	883	"no"	"no"	"unknown"	11	"jun"	153	1	"no"
39	"management"	"single"	"tertiary"	"no"	220	"yes"	"no"	"unknown"	8	"may"	87	2	"no"
49	"blue-collar"	"married"	"primary"	"no"	1387	"yes"	"yes"	"unknown"	9	"may"	161	2	"no"
26	"admin."	"single"	"primary"	"no"	528	"yes"	"yes"	"cellular"	11	"jul"	102	2	"no"
55	"management"	"married"	"unknown"	"no"	1504	"yes"	"no"	"cellular"	22	"may"	338	2	"yes"
33	"technician"	"single"	"secondary"	"no"	177	"yes"	"no"	"unknown"	23	"may"	293	1	"no"
39	"management"	"single"	"tertiary"	"no"	490	"no"	"no"	"unknown"	20	"jun"	44	3	"no"
47	"technician"	"married"	"secondary"	"no"	-938	"yes"	"no"	"unknown"	28	"may"	176	2	"no"
31	"technician"	"divorced"	"secondary"	"no"	26	"yes"	"no"	"unknown"	9	"may"	62	1	"no"
39	"management"	"single"	"secondary"	"no"	247	"yes"	"no"	"unknown"	20	"may"	130	2	"no"
37	"self-employed"	"married"	"secondary"	"yes"	0	"no"	"yes"	"cellular"	21	"jul"	320	1	"no"
33	"management"	"married"	"tertiary"	"no"	-139	"no"	"no"	"cellular"	8	"jul"	290	1	"no"
33	"blue-collar"	"married"	"primary"	"no"	141	"yes"	"no"	"unknown"	21	"may"	578	2	"no"
26	"student"	"single"	"tertiary"	"no"	1134	"no"	"no"	"cellular"	21	"apr"	464	4	"yes"
53	"services"	"divorced"	"primary"	"no"	-291	"yes"	"yes"	"unknown"	7	"may"	591	1	"yes"
36	"services"	"married"	"tertiary"	"no"	301	"no"	"no"	"cellular"	28	"jan"	333	1	"no"
33	"blue-collar"	"married"	"secondary"	"no"	580	"yes"	"no"	"unknown"	28	"may"	36	1	"no"
59	"blue-collar"	"married"	"secondary"	"no"	-139	"no"	"no"	"cellular"	18	"jul"	33	1	"no"
29	"blue-collar"	"married"	"secondary"	"no"	210	"no"	"yes"	"cellular"	22	"jul"	518	1	"no"
36	"technician"	"married"	"tertiary"	"no"	1109	"no"	"no"	"cellular"	13	"aug"	328	2	"no"
31	"admin."	"single"	"tertiary"	"no"	98	"no"	"yes"	"cellular"	18	"jul"	85	2	"no"
49	"blue-collar"	"married"	"primary"	"no"	-167	"no"	"no"	"cellular"	7	"jul"	51	1	"no"
33	"entrepreneur"	"married"	"tertiary"	"no"	-886	"yes"	"yes"	"cellular"	25	"aug"	103	6	"no"
54	"blue-collar"	"married"	"secondary"	"no"	10	"yes"	"no"	"cellular"	18	"aug"	195	4	"no"
24	"services"	"married"	"secondary"	"no"	51	"yes"	"yes"	"unknown"	15	"may"	187	2	"no"
60	"retired"	"single"	"secondary"	"no"	-330	"no"	"yes"	"cellular"	22	"jul"	69	6	"no"
38	"services"	"married"	"secondary"	"no"	282	"no"	"no"	"cellular"	15	"jan"	360	3	"no"
46	"admin."	"divorced"	"secondary"	"no"	98	"yes"	"yes"	"cellular"	12	"may"	91	1	"no"
55	"admin."	"married"	"tertiary"	"no"	46	"no"	"no"	"cellular"	29	"aug"	59	4	"no"
24	"technician"	"single"	"secondary"	"no"	-192	"yes"	"no"	"unknown"	13	"may"	125	1	"no"
56	"housemaid"	"married"	"primary"	"no"	445	"no"	"no"	"cellular"	21	"nov"	13	6	"no"
47	"blue-collar"	"divorced"	"secondary"	"no"	169	"yes"	"no"	"cellular"	8	"may"	141	2	"no"
55	"services"	"married"	"secondary"	"no"	642	"yes"	"no"	"cellular"	11	"jul"	232	2	"no"
48	"blue-collar"	"divorced"	"primary"	"no"	0	"no"	"no"	"unknown"	6	"jun"	248	2	"no"
68	"retired"	"married"	"primary"	"no"	451	"no"	"no"	"cellular"	5	"mar"	373	1	"yes"
55	"admin."	"divorced"	"secondary"	"no"	873	"yes"	"yes"	"unknown"	3	"jun"	131	1	"no"
36	"entrepreneur"	"single"	"secondary"	"no"	157	"yes"	"no"	"unknown"	8	"may"	41	1	"no"
29	"blue-collar"	"single"	"secondary"	"no"	-167	"yes"	"no"	"unknown"	4	"jun"	361	1	"no"
59	"admin."	"single"	"secondary"	"no"	848	"no"	"no"	"unknown"	5	"jun"	63	1	"no"
50	"entrepreneur"	"married"	"tertiary"	"no"	1605	"yes"	"no"	"unknown"	23	"may"	22	2	"no"
37	"entrepreneur"	"single"	"tertiary"	"no"	-274	"yes"	"yes"	"unknown"	27	"may"	237	2	"no"
40	"admin."	"single"	"secondary"	"no"	576	"yes"	"yes"	"cellular"	20	"apr"	114	3	"no"
37	"blue-collar"	"married"	"unknown"	"no"	0	"yes"	"no"	"cellular"	21	"nov"	184	1	"no"
37	"blue-collar"	"divorced"	"secondary"	"no"	-271	"yes"	"no"	"unknown"	9	"may"	172	1	"no"
37	"technician"	"single"	"tertiary"	"no"	0	"yes"	"no"	"cellular"	23	"jul"	366	6	"yes"
45	"blue-collar"	"married"	"primary"	"no"	360	"no"	"no"	"unknown"	20	"jun"	98	2	"no"
38	"blue-collar"	"married"	"primary"	"no"	354	"yes"	"no"	"telephone"	13	"may"	47	1	"no"
22	"management"	"single"	"tertiary"	"no"	104	"no"	"yes"	"cellular"	16	"apr"	330	3	"yes"
35	"entrepreneur"	"married"	"secondary"	"no"	313	"yes"	"no"	"cellular"	15	"jul"	479	1	"no"
32	"entrepreneur"	"married"	"tertiary"	"no"	0	"yes"	"yes"	"cellular"	18	"nov"	95	1	"no"
57	"blue-collar"	"married"	"primary"	"no"	52	"yes"	"no"	"unknown"	5	"may"	38	1	"no"
40	"blue-collar"	"married"	"secondary"	"no"	5	"no"	"no"	"cellular"	26	"mar"	86	2	"no"
38	"admin."	"single"	"secondary"	"no"	626	"no"	"no"	"cellular"	2	"jun"	132	4	"no"
32	"blue-collar"	"single"	"secondary"	"no"	2696	"yes"	"no"	"unknown"	21	"may"	445	1	"no"
50	"blue-collar"	"married"	"secondary"	"no"	253	"no"	"no"	"telephone"	28	"jan"	37	1	"no"
55	"blue-collar"	"married"	"secondary"	"no"	388	"no"	"no"	"cellular"	12	"aug"	187	2	"no"
31	"blue-collar"	"married"	"tertiary"	"no"	2827	"yes"	"no"	"unknown"	8	"may"	238	3	"no"
41	"technician"	"married"	"secondary"	"no"	0	"no"	"no"	"cellular"	22	"aug"	209	2	"no"
51	"management"	"married"	"tertiary"	"no"	656	"yes"	"no"	"cellular"	25	"jul"	268	2	"no"
37	"technician"	"single"	"secondary"	"yes"	-56	"yes"	"no"	"cellular"	6	"aug"	291	4	"no"
45	"blue-collar"	"married"	"secondary"	"no"	784	"yes"	"yes"	"unknown"	3	"jun"	34	1	"no"
28	"admin."	"married"	"secondary"	"no"	511	"no"	"no"	"cellular"	28	"jan"	485	1	"no"
49	"admin."	"married"	"secondary"	"no"	1632	"no"	"no"	"unknown"	6	"jun"	47	1	"no"
31	"management"	"married"	"tertiary"	"no"	7	"yes"	"no"	"unknown"	23	"may"	191	1	"no"
32	"blue-collar"	"married"	"secondary"	"no"	101	"yes"	"no"	"unknown"	19	"may"	191	4	"no"
28	"student"	"single"	"secondary"	"no"	689	"no"	"no"	"cellular"	2	"feb"	36	1	"no"
30	"management"	"married"	"tertiary"	"no"	0	"yes"	"no"	"cellular"	27	"aug"	453	4	"no"
27	"technician"	"single"	"unknown"	"no"	0	"yes"	"no"	"cellular"	2	"feb"	168	1	"no"
35	"blue-collar"	"married"	"secondary"	"no"	503	"yes"	"yes"	"unknown"	9	"may"	57	2	"no"
44	"services"	"married"	"secondary"	"no"	-22	"yes"	"no"	"unknown"	15	"may"	37	1	"no"
25	"entrepreneur"	"married"	"tertiary"	"no"	37	"yes"	"yes"	"unknown"	8	"may"	453	2	"no"
29	"blue-collar"	"married"	"primary"	"no"	-382	"yes"	"no"	"cellular"	28	"jul"	35	2	"no"
28	"blue-collar"	"single"	"secondary"	"no"	1011	"yes"	"no"	"cellular"	20	"apr"	204	3	"no"
49	"services"	"married"	"secondary"	"no"	725	"no"	"yes"	"unknown"	14	"jul"	70	1	"no"
35	"technician"	"divorced"	"secondary"	"no"	48	"yes"	"no"	"cellular"	17	"apr"	73	1	"no"
28	"management"	"single"	"tertiary"	"no"	890	"yes"	"no"	"cellular"	7	"sep"	201	1	"yes"
52	"blue-collar"	"married"	"primary"	"no"	1705	"no"	"no"	"cellular"	8	"may"	334	3	"no"
33	"technician"	"single"	"tertiary"	"no"	0	"no"	"no"	"cellular"	14	"aug"	93	2	"no"
50	"technician"	"married"	"secondary"	"no"	31	"yes"	"no"	"telephone"	18	"nov"	251	4	"no"
33	"services"	"married"	"secondary"	"no"	1330	"yes"	"no"	"cellular"	18	"nov"	245	1	"no"
34	"management"	"married"	"tertiary"	"no"	881	"no"	"no"	"cellular"	20	"aug"	112	2	"no"
39	"entrepreneur"	"divorced"	"tertiary"	"no"	208	"yes"	"no"	"unknown"	3	"jun"	201	2	"no"
19	"student"	"single"	"secondary"	"no"	329	"no"	"no"	"cellular"	22	"oct"	252	2	"yes"
39	"services"	"married"	"secondary"	"no"	1442	"no"	"no"	"cellular"	22	"apr"	70	3	"no"
31	"services"	"single"	"secondary"	"no"	2038	"yes"	"no"	"unknown"	20	"may"	148	1	"no"
45	"technician"	"single"	"secondary"	"no"	11	"no"	"no"	"cellular"	22	"aug"	247	1	"no"
31	"technician"	"married"	"secondary"	"no"	1868	"yes"	"no"	"unknown"	9	"may"	213	2	"no"
34	"admin."	"married"	"secondary"	"no"	0	"yes"	"no"	"cellular"	15	"may"	78	2	"no"
32	"management"	"married"	"tertiary"	"no"	1683	"yes"	"yes"	"cellular"	20	"apr"	72	2	"no"
30	"admin."	"single"	"tertiary"	"no"	1535	"no"	"no"	"cellular"	18	"aug"	67	4	"no"
32	"self-employed"	"married"	"tertiary"	"no"	1676	"yes"	"no"	"cellular"	9	"sep"	223	2	"no"
46	"entrepreneur"	"married"	"tertiary"	"no"	341	"no"	"no"	"unknown"	19	"jun"	318	2	"no"
29	"services"	"single"	"secondary"	"yes"	-308	"no"	"no"	"cellular"	18	"jul"	113	1	"no"
31	"blue-collar"	"married"	"secondary"	"no"	2	"yes"	"no"	"cellular"	10	"jul"	371	1	"no"
