"age"	"workclass"	"fntwgt"	"education"	"educationNum"	"maritalStatus"	"occupation"	"relationship"	"race"	"sex"	"capitalGain"	"capitalLoss"	"hoursPerWeek"	"nativeCountry"	"salary"	"salres"
35	"Private"	265954	"HS-grad"	9	"Separated"	"Other-service"	"Not-in-family"	"Black"	"Male"	0	0	40	"United-States"	"<=50K"	0
20	"Private"	38001	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"White"	"Female"	0	0	20	"United-States"	"<=50K"	0
57	"Private"	136107	"9th"	5	"Married-civ-spouse"	"Craft-repair"	"Husband"	"Black"	"Male"	0	0	40	"United-States"	">50K"	1
29	"Federal-gov"	31161	"HS-grad"	9	"Divorced"	"Exec-managerial"	"Not-in-family"	"Other"	"Female"	0	0	40	"United-States"	"<=50K"	0
29	"Private"	40295	"HS-grad"	9	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
57	"Private"	41762	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"Asian-Pac-Islander"	"Male"	0	0	40	"South"	">50K"	1
27	"Private"	74883	"Bachelors"	13	"Never-married"	"Tech-support"	"Not-in-family"	"Asian-Pac-Islander"	"Female"	0	0	40	"Philippines"	"<=50K"	0
49	"Private"	189462	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
56	"State-gov"	274111	"Masters"	14	"Divorced"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	0	1669	40	"United-States"	"<=50K"	0
43	"Local-gov"	180407	"Bachelors"	13	"Divorced"	"Exec-managerial"	"Unmarried"	"White"	"Male"	0	0	42	"Germany"	"<=50K"	0
51	"Local-gov"	123325	"Prof-school"	15	"Widowed"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
23	"Private"	239663	"Some-college"	10	"Never-married"	"Handlers-cleaners"	"Own-child"	"White"	"Male"	2597	0	50	"United-States"	"<=50K"	0
19	"Private"	63434	"Some-college"	10	"Never-married"	"Machine-op-inspct"	"Not-in-family"	"White"	"Female"	0	0	35	"United-States"	"<=50K"	0
34	"Private"	346034	"Bachelors"	13	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Male"	0	0	40	"El-Salvador"	"<=50K"	0
26	"Private"	152452	"Bachelors"	13	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
24	"Private"	258120	"Bachelors"	13	"Never-married"	"Sales"	"Not-in-family"	"White"	"Male"	0	0	55	"Jamaica"	"<=50K"	0
90	"Local-gov"	227796	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	20051	0	60	"United-States"	">50K"	1
33	"Local-gov"	167474	"Assoc-acdm"	12	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
41	"Private"	170230	"Bachelors"	13	"Divorced"	"Exec-managerial"	"Unmarried"	"White"	"Female"	0	0	45	"United-States"	"<=50K"	0
79	"Private"	172220	"7th-8th"	4	"Widowed"	"Priv-house-serv"	"Not-in-family"	"White"	"Female"	2964	0	30	"United-States"	"<=50K"	0
27	"Private"	255582	"HS-grad"	9	"Never-married"	"Machine-op-inspct"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
57	"Private"	108426	"HS-grad"	9	"Married-civ-spouse"	"Other-service"	"Husband"	"Black"	"Male"	0	0	48	"England"	"<=50K"	0
31	"Self-emp-inc"	256362	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	3908	0	50	"United-States"	"<=50K"	0
38	"State-gov"	321943	"Doctorate"	16	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
17	"Private"	317702	"9th"	5	"Never-married"	"Other-service"	"Own-child"	"Black"	"Female"	0	0	40	"United-States"	"<=50K"	0
38	"Private"	173047	"Bachelors"	13	"Divorced"	"Adm-clerical"	"Unmarried"	"Asian-Pac-Islander"	"Female"	0	213	40	"Philippines"	"<=50K"	0
53	"Private"	68898	"Some-college"	10	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
48	"Private"	105808	"9th"	5	"Widowed"	"Transport-moving"	"Unmarried"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
44	"Private"	174189	"Some-college"	10	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	60	"United-States"	"<=50K"	0
44	"Local-gov"	189956	"Bachelors"	13	"Married-civ-spouse"	"Protective-serv"	"Wife"	"Black"	"Female"	15024	0	40	"United-States"	">50K"	1
43	"Private"	221172	"Bachelors"	13	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	0	0	35	"United-States"	"<=50K"	0
69	"Private"	209236	"HS-grad"	9	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	0	0	36	"United-States"	"<=50K"	0
37	"Private"	34180	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
37	"Private"	140713	"Some-college"	10	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"Black"	"Male"	0	0	40	"Jamaica"	">50K"	1
22	"Private"	194723	"Bachelors"	13	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Female"	0	0	10	"United-States"	"<=50K"	0
26	"Private"	160261	"Masters"	14	"Never-married"	"Prof-specialty"	"Not-in-family"	"Asian-Pac-Islander"	"Male"	0	0	20	"India"	"<=50K"	0
46	"Private"	422813	"Some-college"	10	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
67	"Private"	397831	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	1539	40	"United-States"	"<=50K"	0
34	"Private"	101345	"HS-grad"	9	"Married-civ-spouse"	"Other-service"	"Wife"	"White"	"Female"	0	0	40	"United-States"	">50K"	1
53	"Private"	64322	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
46	"Private"	155659	"11th"	7	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	1902	40	"United-States"	">50K"	1
23	"Private"	45834	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	0	0	50	"United-States"	"<=50K"	0
40	"Private"	286750	"11th"	7	"Separated"	"Machine-op-inspct"	"Not-in-family"	"Black"	"Male"	0	0	36	"United-States"	"<=50K"	0
17	"Private"	277583	"11th"	7	"Never-married"	"Handlers-cleaners"	"Own-child"	"White"	"Male"	0	0	15	"United-States"	"<=50K"	0
39	"Private"	28572	"HS-grad"	9	"Divorced"	"Other-service"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
19	"Self-emp-inc"	164658	"Some-college"	10	"Never-married"	"Farming-fishing"	"Own-child"	"White"	"Male"	0	0	60	"United-States"	"<=50K"	0
31	"Private"	213179	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	0	0	60	"United-States"	">50K"	1
29	"Private"	177651	"Some-college"	10	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	0	0	45	"United-States"	"<=50K"	0
34	"Private"	36385	"Masters"	14	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	0	2258	50	"United-States"	"<=50K"	0
29	"Private"	331875	"12th"	8	"Never-married"	"Handlers-cleaners"	"Not-in-family"	"White"	"Male"	0	0	40	"Dominican-Republic"	"<=50K"	0
25	"Local-gov"	225193	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Not-in-family"	"Black"	"Female"	0	0	40	"United-States"	"<=50K"	0
25	"Private"	74977	"Some-college"	10	"Married-civ-spouse"	"Adm-clerical"	"Wife"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
58	"Local-gov"	311409	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"Black"	"Male"	7688	0	30	"United-States"	">50K"	1
36	"Private"	215392	"Bachelors"	13	"Divorced"	"Tech-support"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
31	"Private"	247444	"Assoc-voc"	11	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	0	0	40	"Columbia"	"<=50K"	0
36	"Self-emp-inc"	77146	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	15024	0	45	"United-States"	">50K"	1
70	"Private"	174032	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
25	"Private"	252752	"HS-grad"	9	"Never-married"	"Other-service"	"Unmarried"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
33	"Self-emp-not-inc"	155343	"Some-college"	10	"Never-married"	"Farming-fishing"	"Not-in-family"	"White"	"Male"	0	0	72	"United-States"	"<=50K"	0
20	"Federal-gov"	147352	"HS-grad"	9	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
34	"State-gov"	355700	"HS-grad"	9	"Separated"	"Adm-clerical"	"Unmarried"	"White"	"Female"	0	0	20	"United-States"	"<=50K"	0
26	"Private"	154785	"Some-college"	10	"Married-spouse-absent"	"Adm-clerical"	"Own-child"	"Other"	"Female"	0	0	35	"United-States"	"<=50K"	0
52	"Private"	132973	"HS-grad"	9	"Divorced"	"Adm-clerical"	"Unmarried"	"White"	"Female"	0	0	38	"United-States"	"<=50K"	0
42	"Private"	187795	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	99999	0	55	"United-States"	">50K"	1
22	"Private"	210781	"Bachelors"	13	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
23	"Private"	122048	"HS-grad"	9	"Never-married"	"Machine-op-inspct"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
37	"State-gov"	191779	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
27	"Private"	278617	"Some-college"	10	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
20	"Private"	745817	"Some-college"	10	"Never-married"	"Tech-support"	"Own-child"	"White"	"Female"	0	0	15	"United-States"	"<=50K"	0
33	"Private"	275632	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
58	"Private"	27385	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	60	"United-States"	">50K"	1
31	"Private"	325658	"HS-grad"	9	"Divorced"	"Craft-repair"	"Unmarried"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
39	"Private"	108069	"Some-college"	10	"Never-married"	"Craft-repair"	"Unmarried"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
40	"Private"	694812	"Some-college"	10	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
26	"Local-gov"	117833	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	4865	0	35	"United-States"	"<=50K"	0
43	"Private"	184105	"HS-grad"	9	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
30	"Local-gov"	181091	"Bachelors"	13	"Married-civ-spouse"	"Protective-serv"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
37	"Private"	188377	"HS-grad"	9	"Never-married"	"Machine-op-inspct"	"Not-in-family"	"Black"	"Male"	0	0	40	"United-States"	"<=50K"	0
42	"Private"	26672	"Assoc-voc"	11	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	0	0	60	"United-States"	"<=50K"	0
31	"Private"	176711	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	0	0	38	"United-States"	"<=50K"	0
34	"Private"	164748	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
38	"Private"	140854	"Bachelors"	13	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
42	"Private"	108506	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"Amer-Indian-Eskimo"	"Male"	0	0	60	"United-States"	"<=50K"	0
44	"Private"	162028	"11th"	7	"Divorced"	"Sales"	"Unmarried"	"White"	"Female"	0	0	44	"United-States"	"<=50K"	0
26	"Private"	293984	"10th"	6	"Married-civ-spouse"	"Craft-repair"	"Own-child"	"Black"	"Male"	0	0	40	"United-States"	"<=50K"	0
59	"Private"	146013	"Some-college"	10	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	4064	0	40	"United-States"	"<=50K"	0
28	"Private"	314659	"Some-college"	10	"Never-married"	"Machine-op-inspct"	"Not-in-family"	"White"	"Male"	0	0	42	"United-States"	"<=50K"	0
24	"Private"	164529	"12th"	8	"Never-married"	"Farming-fishing"	"Own-child"	"Black"	"Male"	0	0	40	"United-States"	"<=50K"	0
37	"Private"	93717	"Some-college"	10	"Married-civ-spouse"	"Adm-clerical"	"Wife"	"White"	"Female"	7298	0	45	"United-States"	">50K"	1
50	"Private"	187830	"Masters"	14	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	0	0	62	"United-States"	">50K"	1
28	"Private"	118861	"10th"	6	"Married-civ-spouse"	"Craft-repair"	"Wife"	"Other"	"Female"	0	0	48	"Guatemala"	"<=50K"	0
19	"Private"	318822	"Some-college"	10	"Never-married"	"Adm-clerical"	"Other-relative"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
29	"Private"	253593	"HS-grad"	9	"Never-married"	"Craft-repair"	"Own-child"	"Black"	"Male"	0	0	40	"United-States"	"<=50K"	0
30	"Private"	101859	"7th-8th"	4	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
45	"Private"	117409	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
19	"Private"	174732	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"Black"	"Male"	0	0	25	"United-States"	"<=50K"	0
32	"Private"	97429	"Bachelors"	13	"Divorced"	"Exec-managerial"	"Unmarried"	"White"	"Female"	0	0	40	"Canada"	"<=50K"	0
42	"Private"	510072	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
30	"Private"	541343	"10th"	6	"Married-civ-spouse"	"Other-service"	"Husband"	"Black"	"Male"	0	0	40	"United-States"	"<=50K"	0
41	"Private"	202980	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	4	"Peru"	"<=50K"	0
27	"Self-emp-inc"	114158	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Own-child"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
48	"Private"	166809	"Bachelors"	13	"Married-spouse-absent"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	0	0	50	"United-States"	">50K"	1
43	"State-gov"	101383	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
32	"Private"	29933	"Bachelors"	13	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"White"	"Male"	0	0	50	"United-States"	">50K"	1
31	"Private"	191834	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
44	"Private"	102085	"Some-college"	10	"Divorced"	"Adm-clerical"	"Other-relative"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
37	"Federal-gov"	45937	"Assoc-acdm"	12	"Married-civ-spouse"	"Exec-managerial"	"Wife"	"White"	"Female"	0	0	40	"United-States"	">50K"	1
46	"Private"	165138	"Some-college"	10	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	0	0	45	"United-States"	">50K"	1
61	"Self-emp-inc"	66614	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
29	"Private"	100764	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	45	"United-States"	">50K"	1
43	"Self-emp-not-inc"	89636	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Wife"	"Asian-Pac-Islander"	"Female"	0	0	60	"South"	"<=50K"	0
30	"Private"	348592	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	0	0	44	"United-States"	"<=50K"	0
22	"Private"	246965	"Some-college"	10	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	0	0	12	"United-States"	"<=50K"	0
25	"Private"	112835	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
52	"Private"	192390	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
20	"Private"	22966	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"White"	"Male"	0	0	12	"Canada"	"<=50K"	0
30	"State-gov"	193380	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Other-relative"	"White"	"Male"	0	0	35	"United-States"	"<=50K"	0
19	"Private"	323421	"Some-college"	10	"Never-married"	"Handlers-cleaners"	"Own-child"	"White"	"Male"	0	0	20	"United-States"	"<=50K"	0
25	"Private"	278404	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
34	"Self-emp-not-inc"	345705	"HS-grad"	9	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Male"	0	0	45	"United-States"	">50K"	1
29	"Self-emp-not-inc"	160786	"10th"	6	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	35	"United-States"	">50K"	1
34	"Private"	224358	"10th"	6	"Never-married"	"Other-service"	"Unmarried"	"Black"	"Female"	0	0	40	"United-States"	"<=50K"	0
25	"Private"	164229	"HS-grad"	9	"Divorced"	"Other-service"	"Not-in-family"	"White"	"Male"	2597	0	40	"United-States"	"<=50K"	0
73	"Self-emp-not-inc"	300404	"Some-college"	10	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	6	"United-States"	">50K"	1
29	"Federal-gov"	224858	"Some-college"	10	"Married-civ-spouse"	"Protective-serv"	"Husband"	"White"	"Male"	0	0	60	"United-States"	"<=50K"	0
45	"Self-emp-not-inc"	142871	"Some-college"	10	"Separated"	"Sales"	"Unmarried"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
28	"Private"	312588	"10th"	6	"Divorced"	"Other-service"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
26	"Self-emp-not-inc"	68729	"HS-grad"	9	"Never-married"	"Sales"	"Other-relative"	"Asian-Pac-Islander"	"Male"	0	0	50	"United-States"	">50K"	1
44	"Private"	193459	"Assoc-voc"	11	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	3411	0	40	"United-States"	"<=50K"	0
37	"Private"	254973	"HS-grad"	9	"Married-civ-spouse"	"Handlers-cleaners"	"Wife"	"White"	"Female"	0	0	40	"United-States"	">50K"	1
32	"Self-emp-not-inc"	116508	"Some-college"	10	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	0	0	50	"United-States"	">50K"	1
43	"Private"	293305	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	1887	40	"United-States"	">50K"	1
47	"Private"	162034	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	60	"United-States"	">50K"	1
17	"Private"	93235	"12th"	8	"Never-married"	"Other-service"	"Own-child"	"White"	"Female"	0	1721	25	"United-States"	"<=50K"	0
39	"Federal-gov"	314822	"Some-college"	10	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"Black"	"Male"	0	0	40	"United-States"	"<=50K"	0
59	"Self-emp-not-inc"	70623	"7th-8th"	4	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	85	"United-States"	"<=50K"	0
22	"Private"	160398	"Some-college"	10	"Never-married"	"Sales"	"Other-relative"	"White"	"Male"	0	0	38	"United-States"	"<=50K"	0
26	"Private"	193304	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
31	"Private"	306459	"1st-4th"	2	"Separated"	"Handlers-cleaners"	"Unmarried"	"White"	"Male"	0	0	35	"Honduras"	"<=50K"	0
51	"Private"	313146	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
20	"Private"	168187	"Some-college"	10	"Never-married"	"Other-service"	"Other-relative"	"White"	"Female"	4416	0	25	"United-States"	"<=50K"	0
31	"Private"	118901	"Bachelors"	13	"Divorced"	"Adm-clerical"	"Unmarried"	"White"	"Female"	0	0	45	"United-States"	"<=50K"	0
23	"Private"	460046	"HS-grad"	9	"Separated"	"Exec-managerial"	"Unmarried"	"White"	"Female"	0	0	42	"United-States"	"<=50K"	0
56	"Private"	267652	"Bachelors"	13	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
39	"Private"	187167	"Some-college"	10	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
38	"Private"	108726	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
54	"Private"	447555	"10th"	6	"Married-civ-spouse"	"Transport-moving"	"Husband"	"Black"	"Male"	0	0	40	"United-States"	"<=50K"	0
31	"Private"	172304	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	50	"United-States"	">50K"	1
56	"Private"	122390	"Assoc-voc"	11	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	15024	0	40	"United-States"	">50K"	1
49	"Local-gov"	31267	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
59	"Self-emp-not-inc"	190514	"11th"	7	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	20	"United-States"	"<=50K"	0
37	"Self-emp-not-inc"	154410	"Masters"	14	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
26	"Private"	174921	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
33	"Private"	124827	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
31	"Federal-gov"	59732	"HS-grad"	9	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"Amer-Indian-Eskimo"	"Male"	0	0	40	"United-States"	"<=50K"	0
30	"Private"	54608	"Assoc-acdm"	12	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
23	"Private"	125491	"Some-college"	10	"Never-married"	"Other-service"	"Not-in-family"	"Asian-Pac-Islander"	"Female"	0	0	35	"Vietnam"	"<=50K"	0
64	"Private"	477697	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	16	"United-States"	"<=50K"	0
25	"Private"	479765	"7th-8th"	4	"Never-married"	"Sales"	"Other-relative"	"White"	"Male"	0	0	45	"Guatemala"	"<=50K"	0
48	"State-gov"	31141	"Some-college"	10	"Married-civ-spouse"	"Protective-serv"	"Husband"	"White"	"Male"	0	1902	40	"United-States"	">50K"	1
28	"Local-gov"	201099	"HS-grad"	9	"Never-married"	"Transport-moving"	"Own-child"	"Black"	"Female"	0	0	40	"United-States"	"<=50K"	0
75	"Self-emp-not-inc"	146576	"Bachelors"	13	"Widowed"	"Prof-specialty"	"Unmarried"	"White"	"Male"	0	0	48	"United-States"	">50K"	1
50	"Private"	28952	"Some-college"	10	"Married-civ-spouse"	"Sales"	"Wife"	"White"	"Female"	0	0	39	"United-States"	"<=50K"	0
30	"Private"	203488	"Some-college"	10	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
37	"Private"	134367	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Wife"	"White"	"Female"	0	0	37	"United-States"	">50K"	1
36	"Private"	186035	"11th"	7	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	5178	0	40	"United-States"	">50K"	1
50	"Private"	248619	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
40	"Self-emp-not-inc"	188436	"HS-grad"	9	"Separated"	"Exec-managerial"	"Other-relative"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
39	"Private"	144169	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	50	"United-States"	">50K"	1
34	"Private"	56121	"11th"	7	"Divorced"	"Craft-repair"	"Unmarried"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
56	"State-gov"	143931	"Bachelors"	13	"Widowed"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
59	"Private"	243226	"10th"	6	"Divorced"	"Machine-op-inspct"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
24	"Private"	262570	"HS-grad"	9	"Never-married"	"Machine-op-inspct"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
36	"Private"	194905	"Bachelors"	13	"Widowed"	"Prof-specialty"	"Unmarried"	"White"	"Female"	0	0	44	"United-States"	"<=50K"	0
28	"Private"	69107	"HS-grad"	9	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"Black"	"Male"	0	0	40	"United-States"	"<=50K"	0
44	"Self-emp-not-inc"	37618	"HS-grad"	9	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
34	"Federal-gov"	112115	"Some-college"	10	"Never-married"	"Craft-repair"	"Other-relative"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
42	"Private"	158555	"10th"	6	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
29	"Private"	195284	"Doctorate"	16	"Divorced"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	0	0	60	"United-States"	">50K"	1
52	"Private"	99682	"Some-college"	10	"Married-civ-spouse"	"Sales"	"Wife"	"White"	"Female"	0	0	52	"Canada"	">50K"	1
