"age"	"job"	"marital"	"education"	"default"	"balance"	"housing"	"loan"	"contact"	"day"	"month"	"duration"	"campaign"	"pdays"	"previous"	"poutcome"	"y"
45	"technician"	"married"	"secondary"	"no"	0	"yes"	"yes"	"unknown"	20	"jun"	8	5	-1	0	"unknown"	"no"
33	"unemployed"	"single"	"secondary"	"no"	177	"no"	"no"	"unknown"	8	"may"	75	4	-1	0	"unknown"	"no"
33	"technician"	"married"	"tertiary"	"no"	565	"yes"	"no"	"cellular"	8	"may"	77	2	-1	0	"unknown"	"no"
25	"admin."	"single"	"secondary"	"no"	82	"no"	"yes"	"cellular"	7	"apr"	104	2	-1	0	"unknown"	"yes"
36	"blue-collar"	"married"	"secondary"	"no"	74	"yes"	"no"	"cellular"	8	"may"	168	2	-1	0	"unknown"	"no"
54	"technician"	"divorced"	"secondary"	"no"	784	"yes"	"yes"	"unknown"	15	"may"	579	1	-1	0	"unknown"	"no"
56	"services"	"married"	"secondary"	"no"	144	"no"	"no"	"cellular"	6	"aug"	184	2	-1	0	"unknown"	"no"
31	"unemployed"	"single"	"secondary"	"no"	209	"yes"	"no"	"cellular"	6	"may"	193	1	-1	0	"unknown"	"no"
33	"technician"	"married"	"secondary"	"no"	946	"yes"	"no"	"unknown"	21	"may"	163	2	-1	0	"unknown"	"no"
30	"admin."	"single"	"secondary"	"no"	939	"yes"	"no"	"cellular"	17	"apr"	207	1	-1	0	"unknown"	"no"
50	"technician"	"married"	"secondary"	"no"	2972	"no"	"no"	"cellular"	28	"jul"	73	5	-1	0	"unknown"	"no"
57	"housemaid"	"married"	"primary"	"no"	780	"no"	"no"	"cellular"	26	"mar"	94	2	-1	0	"unknown"	"no"
43	"management"	"married"	"tertiary"	"no"	356	"no"	"no"	"unknown"	5	"jun"	80	1	-1	0	"unknown"	"no"
38	"housemaid"	"married"	"secondary"	"no"	-278	"yes"	"no"	"cellular"	28	"jul"	143	2	-1	0	"unknown"	"no"
46	"technician"	"married"	"tertiary"	"no"	16	"no"	"no"	"cellular"	30	"jul"	121	3	-1	0	"unknown"	"no"
42	"blue-collar"	"divorced"	"primary"	"no"	145	"no"	"yes"	"unknown"	30	"jun"	27	3	-1	0	"unknown"	"no"
26	"blue-collar"	"married"	"secondary"	"no"	127	"yes"	"yes"	"unknown"	4	"jun"	165	2	-1	0	"unknown"	"no"
22	"student"	"single"	"secondary"	"no"	111	"yes"	"no"	"unknown"	4	"jun"	89	1	-1	0	"unknown"	"no"
36	"entrepreneur"	"single"	"secondary"	"no"	157	"yes"	"no"	"unknown"	8	"may"	41	1	-1	0	"unknown"	"no"
26	"admin."	"single"	"secondary"	"no"	766	"no"	"no"	"cellular"	15	"oct"	457	2	-1	0	"unknown"	"yes"
33	"blue-collar"	"married"	"secondary"	"no"	580	"yes"	"no"	"unknown"	28	"may"	36	1	-1	0	"unknown"	"no"
45	"technician"	"married"	"secondary"	"no"	183	"no"	"no"	"cellular"	29	"aug"	27	4	-1	0	"unknown"	"no"
51	"retired"	"married"	"secondary"	"no"	0	"yes"	"no"	"cellular"	11	"oct"	146	4	-1	0	"unknown"	"no"
57	"blue-collar"	"divorced"	"secondary"	"no"	1103	"yes"	"no"	"cellular"	15	"jul"	98	4	-1	0	"unknown"	"no"
32	"blue-collar"	"single"	"secondary"	"no"	2746	"no"	"no"	"cellular"	28	"jan"	432	1	-1	0	"unknown"	"no"
46	"management"	"married"	"secondary"	"no"	700	"no"	"yes"	"cellular"	7	"jul"	136	1	-1	0	"unknown"	"no"
49	"blue-collar"	"divorced"	"secondary"	"no"	-464	"yes"	"no"	"cellular"	16	"apr"	82	1	-1	0	"unknown"	"no"
39	"blue-collar"	"married"	"tertiary"	"no"	-33	"yes"	"no"	"unknown"	7	"may"	62	5	-1	0	"unknown"	"no"
47	"blue-collar"	"married"	"secondary"	"no"	1794	"yes"	"yes"	"unknown"	30	"may"	515	2	-1	0	"unknown"	"no"
30	"self-employed"	"married"	"tertiary"	"no"	1050	"no"	"no"	"cellular"	21	"nov"	58	2	-1	0	"unknown"	"no"
65	"retired"	"married"	"primary"	"no"	343	"no"	"no"	"telephone"	5	"feb"	159	2	-1	0	"unknown"	"no"
48	"blue-collar"	"married"	"primary"	"no"	556	"yes"	"no"	"telephone"	12	"may"	22	1	-1	0	"unknown"	"no"
49	"services"	"married"	"secondary"	"no"	112	"no"	"no"	"cellular"	11	"aug"	97	2	-1	0	"unknown"	"no"
45	"management"	"divorced"	"tertiary"	"no"	347	"no"	"yes"	"cellular"	28	"jan"	53	1	-1	0	"unknown"	"no"
32	"blue-collar"	"married"	"secondary"	"no"	0	"yes"	"yes"	"cellular"	28	"jan"	117	2	-1	0	"unknown"	"no"
47	"management"	"married"	"tertiary"	"no"	643	"yes"	"no"	"unknown"	8	"may"	155	1	-1	0	"unknown"	"no"
37	"unemployed"	"divorced"	"tertiary"	"no"	1592	"yes"	"no"	"cellular"	16	"apr"	60	1	-1	0	"unknown"	"no"
29	"blue-collar"	"single"	"secondary"	"no"	-167	"yes"	"no"	"unknown"	4	"jun"	361	1	-1	0	"unknown"	"no"
49	"technician"	"divorced"	"secondary"	"no"	-53	"yes"	"yes"	"unknown"	26	"jun"	253	1	-1	0	"unknown"	"no"
41	"management"	"single"	"tertiary"	"no"	869	"no"	"no"	"cellular"	29	"jan"	524	2	-1	0	"unknown"	"no"
31	"housemaid"	"married"	"secondary"	"no"	14	"no"	"no"	"cellular"	19	"nov"	46	1	-1	0	"unknown"	"no"
41	"management"	"married"	"tertiary"	"no"	25	"no"	"no"	"cellular"	18	"nov"	431	2	-1	0	"unknown"	"no"
33	"blue-collar"	"married"	"secondary"	"no"	1233	"yes"	"no"	"cellular"	14	"may"	141	1	-1	0	"unknown"	"no"
52	"technician"	"married"	"tertiary"	"no"	104	"no"	"no"	"cellular"	14	"aug"	244	2	-1	0	"unknown"	"no"
59	"retired"	"married"	"primary"	"no"	0	"no"	"no"	"cellular"	5	"jun"	493	2	-1	0	"unknown"	"yes"
40	"admin."	"married"	"secondary"	"no"	67	"no"	"yes"	"unknown"	20	"jun"	70	5	-1	0	"unknown"	"no"
37	"blue-collar"	"married"	"secondary"	"no"	311	"yes"	"no"	"unknown"	4	"jun"	135	1	-1	0	"unknown"	"no"
30	"management"	"single"	"tertiary"	"no"	364	"no"	"no"	"cellular"	30	"apr"	306	2	-1	0	"unknown"	"yes"
30	"services"	"single"	"secondary"	"no"	268	"no"	"no"	"unknown"	24	"jul"	86	1	-1	0	"unknown"	"no"
31	"services"	"married"	"secondary"	"no"	203	"no"	"no"	"cellular"	9	"jul"	359	1	-1	0	"unknown"	"no"
35	"services"	"married"	"secondary"	"no"	-12	"no"	"no"	"cellular"	31	"jul"	83	4	-1	0	"unknown"	"no"
26	"student"	"single"	"tertiary"	"no"	0	"yes"	"no"	"unknown"	28	"may"	124	1	-1	0	"unknown"	"no"
40	"blue-collar"	"divorced"	"secondary"	"no"	139	"yes"	"no"	"unknown"	7	"may"	91	1	-1	0	"unknown"	"no"
42	"services"	"divorced"	"unknown"	"no"	651	"no"	"no"	"unknown"	17	"jun"	61	1	-1	0	"unknown"	"no"
42	"management"	"married"	"tertiary"	"no"	2772	"yes"	"no"	"cellular"	2	"apr"	244	1	-1	0	"unknown"	"no"
33	"management"	"married"	"tertiary"	"no"	-139	"no"	"no"	"cellular"	8	"jul"	290	1	-1	0	"unknown"	"no"
42	"admin."	"single"	"tertiary"	"no"	473	"yes"	"no"	"cellular"	6	"apr"	494	1	-1	0	"unknown"	"no"
46	"blue-collar"	"married"	"primary"	"no"	537	"no"	"no"	"unknown"	26	"may"	222	5	-1	0	"unknown"	"no"
28	"blue-collar"	"single"	"primary"	"no"	-30	"yes"	"no"	"cellular"	31	"jul"	108	5	-1	0	"unknown"	"no"
37	"services"	"married"	"secondary"	"no"	22	"yes"	"yes"	"unknown"	8	"may"	160	1	-1	0	"unknown"	"no"
50	"blue-collar"	"married"	"primary"	"no"	565	"yes"	"yes"	"cellular"	28	"aug"	36	3	-1	0	"unknown"	"no"
45	"admin."	"married"	"secondary"	"no"	1501	"yes"	"no"	"cellular"	13	"may"	189	3	-1	0	"unknown"	"no"
29	"admin."	"married"	"secondary"	"no"	111	"no"	"yes"	"cellular"	11	"jul"	114	1	-1	0	"unknown"	"no"
33	"technician"	"single"	"secondary"	"no"	0	"no"	"no"	"cellular"	26	"aug"	73	4	-1	0	"unknown"	"no"
52	"technician"	"divorced"	"secondary"	"no"	511	"no"	"yes"	"cellular"	20	"aug"	98	4	-1	0	"unknown"	"no"
24	"blue-collar"	"single"	"primary"	"no"	2129	"yes"	"yes"	"telephone"	18	"may"	51	1	-1	0	"unknown"	"no"
34	"management"	"single"	"tertiary"	"no"	647	"yes"	"no"	"cellular"	29	"jan"	392	1	-1	0	"unknown"	"no"
47	"blue-collar"	"married"	"primary"	"no"	113	"yes"	"no"	"unknown"	13	"may"	276	1	-1	0	"unknown"	"no"
33	"technician"	"single"	"secondary"	"no"	390	"yes"	"no"	"cellular"	14	"jul"	254	2	-1	0	"unknown"	"no"
37	"management"	"married"	"tertiary"	"no"	0	"yes"	"no"	"unknown"	12	"may"	346	4	-1	0	"unknown"	"no"
42	"blue-collar"	"married"	"secondary"	"no"	366	"yes"	"no"	"cellular"	5	"feb"	150	1	-1	0	"unknown"	"no"
39	"management"	"married"	"tertiary"	"no"	1598	"yes"	"yes"	"unknown"	27	"may"	87	3	-1	0	"unknown"	"no"
26	"student"	"single"	"secondary"	"no"	268	"yes"	"no"	"unknown"	20	"may"	77	2	-1	0	"unknown"	"no"
57	"management"	"married"	"tertiary"	"no"	1741	"no"	"no"	"cellular"	24	"jul"	449	2	-1	0	"unknown"	"no"
30	"self-employed"	"married"	"tertiary"	"no"	5	"yes"	"yes"	"cellular"	9	"jul"	99	2	-1	0	"unknown"	"no"
32	"services"	"married"	"secondary"	"no"	207	"yes"	"no"	"unknown"	23	"may"	360	1	-1	0	"unknown"	"no"
37	"management"	"married"	"tertiary"	"yes"	0	"no"	"no"	"cellular"	17	"jul"	91	2	-1	0	"unknown"	"no"
34	"services"	"divorced"	"secondary"	"no"	797	"yes"	"no"	"cellular"	17	"jul"	54	1	-1	0	"unknown"	"no"
30	"management"	"married"	"tertiary"	"no"	34	"yes"	"yes"	"unknown"	20	"jun"	238	3	-1	0	"unknown"	"no"
31	"management"	"married"	"tertiary"	"no"	183	"yes"	"yes"	"cellular"	14	"may"	46	3	-1	0	"unknown"	"no"
38	"management"	"divorced"	"unknown"	"no"	0	"yes"	"no"	"cellular"	18	"nov"	96	2	-1	0	"unknown"	"no"
28	"management"	"single"	"unknown"	"yes"	101	"yes"	"no"	"unknown"	9	"may"	224	3	-1	0	"unknown"	"no"
44	"admin."	"married"	"secondary"	"no"	1206	"no"	"no"	"cellular"	19	"nov"	180	3	-1	0	"unknown"	"no"
30	"management"	"single"	"secondary"	"no"	-383	"yes"	"no"	"cellular"	18	"may"	170	1	-1	0	"unknown"	"no"
46	"management"	"married"	"secondary"	"no"	430	"yes"	"no"	"cellular"	18	"nov"	91	1	-1	0	"unknown"	"no"
32	"admin."	"married"	"secondary"	"no"	1604	"no"	"yes"	"cellular"	7	"jul"	625	1	-1	0	"unknown"	"yes"
28	"admin."	"married"	"secondary"	"no"	0	"yes"	"yes"	"cellular"	26	"may"	89	1	-1	0	"unknown"	"no"
53	"blue-collar"	"married"	"primary"	"no"	256	"yes"	"no"	"unknown"	2	"jun"	202	1	-1	0	"unknown"	"no"
59	"management"	"married"	"tertiary"	"no"	1069	"no"	"no"	"cellular"	29	"jul"	85	2	-1	0	"unknown"	"no"
43	"blue-collar"	"married"	"primary"	"no"	582	"yes"	"no"	"telephone"	11	"may"	544	3	-1	0	"unknown"	"no"
29	"blue-collar"	"married"	"primary"	"no"	0	"yes"	"no"	"unknown"	13	"may"	53	1	-1	0	"unknown"	"no"
31	"admin."	"married"	"secondary"	"no"	-36	"yes"	"yes"	"unknown"	4	"jul"	64	1	-1	0	"unknown"	"no"
30	"management"	"single"	"tertiary"	"no"	0	"no"	"no"	"cellular"	18	"aug"	124	3	-1	0	"unknown"	"no"
35	"blue-collar"	"married"	"secondary"	"no"	612	"yes"	"no"	"telephone"	14	"may"	47	4	-1	0	"unknown"	"no"
46	"entrepreneur"	"married"	"secondary"	"no"	583	"yes"	"no"	"unknown"	20	"may"	137	2	-1	0	"unknown"	"no"
55	"retired"	"married"	"secondary"	"no"	103	"yes"	"yes"	"cellular"	17	"nov"	57	1	-1	0	"unknown"	"no"
28	"unemployed"	"single"	"primary"	"no"	236	"no"	"no"	"cellular"	6	"feb"	460	3	-1	0	"unknown"	"no"
41	"admin."	"single"	"secondary"	"no"	0	"yes"	"yes"	"cellular"	7	"jul"	166	1	-1	0	"unknown"	"no"
31	"technician"	"single"	"secondary"	"no"	1186	"yes"	"no"	"unknown"	23	"may"	136	1	-1	0	"unknown"	"no"
51	"technician"	"married"	"secondary"	"no"	-379	"yes"	"no"	"cellular"	5	"aug"	261	1	-1	0	"unknown"	"no"
42	"services"	"married"	"unknown"	"no"	-1085	"no"	"yes"	"cellular"	21	"nov"	45	1	-1	0	"unknown"	"no"
28	"blue-collar"	"married"	"primary"	"no"	507	"yes"	"no"	"unknown"	16	"may"	359	1	-1	0	"unknown"	"no"
25	"technician"	"single"	"secondary"	"no"	173	"yes"	"no"	"cellular"	15	"may"	186	2	-1	0	"unknown"	"no"
35	"technician"	"married"	"secondary"	"no"	-288	"yes"	"yes"	"cellular"	30	"apr"	126	3	-1	0	"unknown"	"no"
41	"admin."	"single"	"secondary"	"no"	2790	"yes"	"no"	"unknown"	5	"jun"	190	1	-1	0	"unknown"	"no"
30	"services"	"single"	"secondary"	"no"	63	"no"	"no"	"unknown"	13	"aug"	75	1	-1	0	"unknown"	"no"
60	"services"	"married"	"primary"	"no"	808	"no"	"no"	"cellular"	18	"aug"	393	3	-1	0	"unknown"	"no"
35	"services"	"married"	"secondary"	"no"	181	"yes"	"no"	"cellular"	31	"jul"	5	3	-1	0	"unknown"	"no"
50	"blue-collar"	"married"	"secondary"	"no"	278	"no"	"no"	"unknown"	20	"jun"	250	3	-1	0	"unknown"	"no"
31	"blue-collar"	"married"	"primary"	"no"	251	"yes"	"no"	"unknown"	7	"may"	212	2	-1	0	"unknown"	"no"
27	"services"	"married"	"secondary"	"no"	834	"no"	"no"	"cellular"	29	"jan"	265	2	-1	0	"unknown"	"no"
40	"services"	"married"	"secondary"	"no"	2346	"no"	"no"	"unknown"	16	"jun"	182	3	-1	0	"unknown"	"no"
31	"technician"	"single"	"tertiary"	"no"	110	"no"	"no"	"cellular"	21	"aug"	238	4	-1	0	"unknown"	"no"
32	"technician"	"single"	"secondary"	"no"	1307	"yes"	"no"	"unknown"	28	"may"	267	2	-1	0	"unknown"	"no"
25	"entrepreneur"	"married"	"tertiary"	"no"	38	"yes"	"no"	"cellular"	22	"jul"	278	5	-1	0	"unknown"	"no"
29	"services"	"married"	"secondary"	"no"	1135	"yes"	"no"	"cellular"	17	"feb"	323	1	-1	0	"unknown"	"yes"
52	"management"	"married"	"tertiary"	"no"	3163	"no"	"no"	"cellular"	25	"aug"	56	6	-1	0	"unknown"	"no"
41	"management"	"married"	"secondary"	"no"	1471	"yes"	"no"	"cellular"	18	"nov"	233	2	-1	0	"unknown"	"no"
46	"blue-collar"	"single"	"secondary"	"no"	2401	"yes"	"no"	"unknown"	14	"may"	218	2	-1	0	"unknown"	"no"
45	"housemaid"	"married"	"primary"	"no"	317	"yes"	"no"	"cellular"	8	"apr"	325	2	-1	0	"unknown"	"no"
24	"services"	"single"	"secondary"	"yes"	-1414	"yes"	"yes"	"cellular"	18	"may"	171	2	-1	0	"unknown"	"no"
38	"blue-collar"	"single"	"secondary"	"no"	4	"yes"	"no"	"unknown"	2	"jun"	129	1	-1	0	"unknown"	"no"
31	"blue-collar"	"single"	"secondary"	"no"	334	"yes"	"yes"	"unknown"	2	"jun"	425	2	-1	0	"unknown"	"no"
53	"blue-collar"	"married"	"secondary"	"no"	-71	"yes"	"no"	"cellular"	6	"may"	91	3	-1	0	"unknown"	"no"
53	"blue-collar"	"married"	"secondary"	"no"	483	"yes"	"no"	"cellular"	3	"feb"	288	3	-1	0	"unknown"	"no"
34	"blue-collar"	"single"	"secondary"	"no"	20	"yes"	"yes"	"cellular"	18	"nov"	262	2	-1	0	"unknown"	"no"
41	"admin."	"divorced"	"secondary"	"no"	110	"yes"	"yes"	"cellular"	5	"feb"	76	2	-1	0	"unknown"	"no"
50	"admin."	"married"	"secondary"	"no"	-221	"no"	"yes"	"unknown"	3	"jul"	90	1	-1	0	"unknown"	"no"
34	"entrepreneur"	"married"	"secondary"	"no"	3119	"yes"	"no"	"unknown"	21	"may"	250	4	-1	0	"unknown"	"no"
52	"entrepreneur"	"divorced"	"tertiary"	"no"	1089	"no"	"yes"	"cellular"	9	"feb"	216	4	-1	0	"unknown"	"no"
31	"student"	"single"	"tertiary"	"no"	744	"no"	"no"	"cellular"	20	"aug"	124	3	-1	0	"unknown"	"no"
49	"housemaid"	"married"	"primary"	"no"	360	"no"	"no"	"unknown"	30	"jun"	6	1	-1	0	"unknown"	"no"
56	"unemployed"	"married"	"secondary"	"no"	660	"yes"	"no"	"unknown"	6	"jun"	72	3	-1	0	"unknown"	"no"
42	"blue-collar"	"divorced"	"secondary"	"no"	1820	"yes"	"no"	"unknown"	28	"may"	202	2	-1	0	"unknown"	"no"
36	"entrepreneur"	"single"	"secondary"	"no"	296	"no"	"no"	"cellular"	30	"jul"	122	2	-1	0	"unknown"	"no"
48	"technician"	"married"	"secondary"	"no"	425	"yes"	"no"	"unknown"	4	"jun"	357	4	-1	0	"unknown"	"no"
39	"admin."	"divorced"	"secondary"	"no"	2610	"no"	"no"	"unknown"	6	"jun"	67	5	-1	0	"unknown"	"no"
46	"technician"	"divorced"	"secondary"	"no"	164	"yes"	"no"	"unknown"	9	"may"	229	2	-1	0	"unknown"	"no"
30	"blue-collar"	"single"	"secondary"	"no"	99	"yes"	"no"	"unknown"	2	"jun"	572	4	-1	0	"unknown"	"no"
28	"admin."	"single"	"secondary"	"no"	296	"yes"	"no"	"unknown"	13	"may"	218	1	-1	0	"unknown"	"no"
58	"self-employed"	"married"	"unknown"	"no"	1187	"yes"	"no"	"cellular"	6	"may"	228	2	-1	0	"unknown"	"no"
63	"admin."	"married"	"secondary"	"no"	-40	"no"	"no"	"cellular"	22	"apr"	99	3	-1	0	"unknown"	"no"
40	"blue-collar"	"single"	"unknown"	"no"	-154	"yes"	"yes"	"unknown"	19	"may"	258	1	-1	0	"unknown"	"no"
29	"self-employed"	"single"	"secondary"	"no"	0	"no"	"no"	"cellular"	28	"jan"	132	2	-1	0	"unknown"	"no"
35	"blue-collar"	"married"	"primary"	"no"	1176	"yes"	"no"	"unknown"	21	"may"	166	2	-1	0	"unknown"	"no"
34	"services"	"divorced"	"secondary"	"no"	221	"yes"	"no"	"unknown"	19	"may"	343	1	-1	0	"unknown"	"no"
30	"admin."	"single"	"secondary"	"no"	154	"yes"	"no"	"cellular"	21	"nov"	24	2	-1	0	"unknown"	"no"
36	"services"	"single"	"secondary"	"no"	198	"yes"	"no"	"cellular"	11	"may"	496	1	-1	0	"unknown"	"no"
36	"entrepreneur"	"married"	"secondary"	"no"	227	"no"	"no"	"cellular"	19	"nov"	294	2	-1	0	"unknown"	"no"
39	"entrepreneur"	"married"	"tertiary"	"no"	36	"yes"	"no"	"unknown"	26	"may"	488	3	-1	0	"unknown"	"no"
58	"retired"	"married"	"secondary"	"no"	166	"no"	"yes"	"unknown"	3	"jul"	211	1	-1	0	"unknown"	"no"
43	"management"	"divorced"	"secondary"	"no"	311	"no"	"no"	"unknown"	6	"jun"	92	1	-1	0	"unknown"	"no"
38	"management"	"divorced"	"secondary"	"no"	257	"yes"	"no"	"cellular"	30	"apr"	435	1	-1	0	"unknown"	"yes"
48	"services"	"divorced"	"secondary"	"no"	62	"yes"	"no"	"cellular"	8	"may"	561	1	-1	0	"unknown"	"no"
38	"blue-collar"	"married"	"secondary"	"no"	121	"yes"	"yes"	"cellular"	9	"jul"	80	2	-1	0	"unknown"	"no"
42	"blue-collar"	"married"	"secondary"	"no"	388	"yes"	"yes"	"unknown"	16	"may"	437	2	-1	0	"unknown"	"no"
42	"management"	"married"	"secondary"	"no"	275	"yes"	"no"	"cellular"	6	"may"	139	6	-1	0	"unknown"	"no"
31	"technician"	"single"	"tertiary"	"no"	645	"yes"	"no"	"cellular"	6	"may"	14	6	-1	0	"unknown"	"no"
34	"technician"	"married"	"secondary"	"no"	96	"no"	"no"	"cellular"	18	"aug"	113	4	-1	0	"unknown"	"no"
40	"admin."	"married"	"secondary"	"no"	35	"no"	"no"	"unknown"	17	"jun"	78	1	-1	0	"unknown"	"no"
38	"services"	"single"	"primary"	"no"	393	"yes"	"no"	"cellular"	14	"may"	200	1	-1	0	"unknown"	"no"
36	"technician"	"single"	"secondary"	"no"	94	"yes"	"no"	"cellular"	20	"apr"	274	1	-1	0	"unknown"	"no"
36	"technician"	"married"	"secondary"	"no"	1109	"yes"	"no"	"unknown"	23	"may"	122	5	-1	0	"unknown"	"no"
46	"blue-collar"	"married"	"secondary"	"no"	1685	"yes"	"no"	"cellular"	29	"aug"	203	2	-1	0	"unknown"	"no"
31	"management"	"single"	"tertiary"	"no"	391	"yes"	"no"	"cellular"	12	"aug"	454	3	-1	0	"unknown"	"no"
48	"blue-collar"	"married"	"secondary"	"no"	244	"yes"	"yes"	"cellular"	2	"feb"	212	1	-1	0	"unknown"	"no"
32	"technician"	"married"	"secondary"	"no"	1247	"yes"	"no"	"unknown"	23	"may"	154	3	-1	0	"unknown"	"no"
33	"management"	"married"	"secondary"	"no"	336	"no"	"no"	"cellular"	15	"apr"	179	3	-1	0	"unknown"	"yes"
40	"management"	"married"	"tertiary"	"yes"	0	"no"	"no"	"cellular"	28	"jul"	165	5	-1	0	"unknown"	"no"
38	"management"	"married"	"secondary"	"no"	-323	"yes"	"no"	"unknown"	9	"jun"	250	1	-1	0	"unknown"	"no"
36	"unemployed"	"married"	"primary"	"no"	0	"no"	"no"	"cellular"	6	"feb"	409	1	-1	0	"unknown"	"no"
55	"services"	"divorced"	"primary"	"no"	96	"yes"	"yes"	"unknown"	5	"may"	311	2	-1	0	"unknown"	"no"
31	"management"	"single"	"tertiary"	"no"	1858	"no"	"no"	"cellular"	12	"aug"	453	3	-1	0	"unknown"	"yes"
49	"blue-collar"	"married"	"primary"	"no"	0	"yes"	"no"	"cellular"	2	"feb"	210	1	-1	0	"unknown"	"no"
51	"management"	"married"	"tertiary"	"no"	941	"yes"	"yes"	"cellular"	18	"jul"	252	6	-1	0	"unknown"	"no"
32	"blue-collar"	"single"	"secondary"	"no"	3	"yes"	"no"	"unknown"	23	"may"	108	3	-1	0	"unknown"	"no"
50	"admin."	"married"	"secondary"	"no"	1575	"no"	"no"	"cellular"	17	"nov"	407	1	-1	0	"unknown"	"no"
36	"blue-collar"	"married"	"primary"	"no"	130	"yes"	"no"	"unknown"	5	"jun"	96	2	-1	0	"unknown"	"no"
55	"management"	"married"	"tertiary"	"no"	86	"no"	"no"	"telephone"	16	"jun"	64	1	-1	0	"unknown"	"no"
38	"self-employed"	"married"	"secondary"	"no"	30	"no"	"no"	"unknown"	16	"jun"	91	1	-1	0	"unknown"	"no"
37	"management"	"married"	"tertiary"	"no"	636	"no"	"yes"	"unknown"	5	"jun"	338	2	-1	0	"unknown"	"no"
30	"entrepreneur"	"divorced"	"tertiary"	"no"	1192	"no"	"no"	"cellular"	29	"jan"	83	2	-1	0	"unknown"	"no"
36	"management"	"married"	"secondary"	"no"	565	"no"	"no"	"cellular"	27	"mar"	300	1	-1	0	"unknown"	"yes"
50	"services"	"divorced"	"secondary"	"no"	330	"yes"	"yes"	"cellular"	18	"nov"	281	1	-1	0	"unknown"	"no"
46	"management"	"divorced"	"tertiary"	"no"	-94	"yes"	"no"	"cellular"	21	"nov"	183	4	-1	0	"unknown"	"no"
33	"services"	"married"	"secondary"	"no"	930	"no"	"yes"	"cellular"	24	"jul"	149	2	-1	0	"unknown"	"no"
31	"blue-collar"	"married"	"secondary"	"no"	864	"yes"	"yes"	"cellular"	13	"may"	127	1	-1	0	"unknown"	"no"
62	"unemployed"	"married"	"secondary"	"no"	780	"no"	"no"	"cellular"	28	"aug"	162	2	-1	0	"unknown"	"yes"
57	"retired"	"married"	"tertiary"	"no"	42	"no"	"no"	"cellular"	29	"aug"	68	4	-1	0	"unknown"	"no"
32	"entrepreneur"	"married"	"tertiary"	"no"	0	"yes"	"yes"	"cellular"	18	"nov"	95	1	-1	0	"unknown"	"no"
40	"blue-collar"	"married"	"secondary"	"no"	3122	"yes"	"no"	"unknown"	12	"may"	344	3	-1	0	"unknown"	"no"
25	"blue-collar"	"single"	"secondary"	"no"	26	"yes"	"no"	"unknown"	27	"may"	66	2	-1	0	"unknown"	"no"
42	"technician"	"married"	"secondary"	"no"	534	"no"	"no"	"cellular"	5	"aug"	314	1	-1	0	"unknown"	"no"
34	"services"	"married"	"primary"	"no"	31	"no"	"yes"	"cellular"	9	"jul"	53	3	-1	0	"unknown"	"no"
42	"technician"	"married"	"unknown"	"no"	0	"no"	"no"	"unknown"	11	"jun"	241	1	-1	0	"unknown"	"no"
46	"technician"	"married"	"secondary"	"no"	1427	"yes"	"no"	"unknown"	14	"may"	32	3	-1	0	"unknown"	"no"
29	"services"	"single"	"secondary"	"no"	2	"yes"	"no"	"cellular"	6	"may"	403	4	-1	0	"unknown"	"no"
42	"blue-collar"	"married"	"primary"	"no"	321	"yes"	"no"	"unknown"	14	"may"	147	3	-1	0	"unknown"	"no"
29	"student"	"single"	"secondary"	"no"	78	"no"	"no"	"cellular"	30	"apr"	239	1	-1	0	"unknown"	"yes"
55	"blue-collar"	"married"	"secondary"	"no"	0	"no"	"no"	"unknown"	12	"jun"	614	2	-1	0	"unknown"	"yes"
36	"management"	"married"	"tertiary"	"no"	928	"yes"	"no"	"cellular"	20	"apr"	239	1	-1	0	"unknown"	"no"
53	"blue-collar"	"married"	"primary"	"no"	343	"yes"	"no"	"cellular"	25	"jul"	616	5	-1	0	"unknown"	"yes"
40	"technician"	"divorced"	"secondary"	"no"	0	"no"	"no"	"cellular"	29	"aug"	299	3	-1	0	"unknown"	"no"
41	"technician"	"divorced"	"secondary"	"no"	0	"yes"	"no"	"cellular"	17	"nov"	386	2	-1	0	"unknown"	"no"
51	"housemaid"	"divorced"	"primary"	"no"	127	"no"	"no"	"unknown"	13	"sep"	69	1	-1	0	"unknown"	"no"
34	"management"	"married"	"secondary"	"no"	-294	"yes"	"no"	"unknown"	27	"may"	532	2	-1	0	"unknown"	"no"
45	"admin."	"married"	"secondary"	"no"	805	"yes"	"no"	"unknown"	15	"may"	186	3	-1	0	"unknown"	"no"
29	"entrepreneur"	"married"	"secondary"	"no"	291	"yes"	"no"	"unknown"	2	"jun"	205	3	-1	0	"unknown"	"no"
31	"management"	"single"	"tertiary"	"no"	1377	"no"	"no"	"cellular"	5	"aug"	371	2	-1	0	"unknown"	"no"
43	"admin."	"single"	"secondary"	"no"	91	"no"	"yes"	"unknown"	1	"jul"	110	2	-1	0	"unknown"	"no"
52	"self-employed"	"single"	"primary"	"no"	217	"no"	"yes"	"cellular"	15	"jul"	193	6	-1	0	"unknown"	"no"
38	"blue-collar"	"single"	"unknown"	"no"	840	"no"	"no"	"unknown"	9	"jun"	176	6	-1	0	"unknown"	"no"
28	"student"	"single"	"tertiary"	"no"	836	"yes"	"no"	"unknown"	19	"may"	36	1	-1	0	"unknown"	"no"
55	"admin."	"divorced"	"secondary"	"no"	0	"no"	"no"	"unknown"	17	"jun"	76	2	-1	0	"unknown"	"no"
