"age"	"job"	"marital"	"education"	"default"	"balance"	"housing"	"loan"	"contact"	"day"	"month"	"duration"	"campaign"	"y"
23	"student"	"single"	"unknown"	"no"	2530	"no"	"no"	"cellular"	12	"may"	411	1	"yes"
45	"blue-collar"	"married"	"primary"	"no"	660	"yes"	"no"	"cellular"	14	"jul"	329	2	"no"
41	"housemaid"	"single"	"primary"	"no"	21	"no"	"no"	"unknown"	6	"jun"	264	1	"no"
52	"services"	"divorced"	"secondary"	"no"	0	"no"	"no"	"cellular"	31	"jul"	530	3	"no"
32	"admin."	"married"	"secondary"	"no"	0	"no"	"no"	"cellular"	25	"jul"	209	1	"no"
45	"blue-collar"	"married"	"unknown"	"no"	458	"yes"	"yes"	"cellular"	11	"jul"	145	2	"no"
33	"technician"	"single"	"tertiary"	"no"	255	"no"	"no"	"cellular"	21	"aug"	247	3	"no"
52	"admin."	"married"	"primary"	"no"	204	"no"	"no"	"cellular"	19	"aug"	123	2	"no"
27	"unknown"	"single"	"unknown"	"no"	326	"no"	"no"	"cellular"	22	"feb"	326	1	"yes"
51	"unemployed"	"married"	"secondary"	"no"	-267	"no"	"yes"	"unknown"	19	"jun"	208	2	"no"
48	"blue-collar"	"married"	"primary"	"no"	8	"no"	"no"	"cellular"	20	"aug"	43	2	"no"
39	"blue-collar"	"married"	"primary"	"no"	2003	"yes"	"no"	"unknown"	21	"may"	229	2	"no"
40	"technician"	"single"	"tertiary"	"no"	539	"no"	"no"	"cellular"	14	"aug"	121	2	"no"
26	"services"	"single"	"secondary"	"no"	37	"no"	"yes"	"cellular"	2	"feb"	219	5	"no"
54	"blue-collar"	"divorced"	"primary"	"no"	2227	"yes"	"no"	"unknown"	2	"jun"	45	3	"no"
51	"blue-collar"	"divorced"	"primary"	"no"	1927	"no"	"yes"	"cellular"	16	"jul"	322	4	"no"
39	"blue-collar"	"married"	"secondary"	"no"	-405	"yes"	"no"	"cellular"	8	"may"	177	1	"no"
40	"entrepreneur"	"married"	"secondary"	"no"	0	"no"	"yes"	"cellular"	15	"jul"	103	4	"no"
51	"management"	"divorced"	"tertiary"	"no"	-227	"yes"	"no"	"cellular"	15	"may"	404	1	"no"
35	"blue-collar"	"married"	"primary"	"no"	2878	"yes"	"no"	"cellular"	18	"nov"	140	2	"no"
44	"blue-collar"	"married"	"secondary"	"no"	-54	"yes"	"yes"	"unknown"	26	"may"	437	1	"no"
35	"management"	"married"	"tertiary"	"no"	552	"yes"	"yes"	"cellular"	18	"jul"	222	1	"no"
35	"management"	"single"	"tertiary"	"no"	0	"no"	"no"	"cellular"	29	"aug"	131	2	"no"
36	"blue-collar"	"married"	"secondary"	"no"	439	"yes"	"no"	"unknown"	29	"may"	179	2	"no"
36	"technician"	"married"	"secondary"	"no"	25	"no"	"no"	"cellular"	27	"aug"	127	4	"no"
49	"unknown"	"married"	"primary"	"no"	341	"yes"	"yes"	"unknown"	15	"may"	520	2	"yes"
56	"management"	"divorced"	"tertiary"	"no"	408	"yes"	"no"	"unknown"	27	"may"	274	1	"no"
48	"management"	"divorced"	"unknown"	"no"	343	"no"	"no"	"cellular"	4	"feb"	191	1	"no"
45	"technician"	"married"	"tertiary"	"no"	0	"no"	"no"	"cellular"	21	"aug"	103	2	"no"
33	"services"	"married"	"secondary"	"no"	0	"yes"	"yes"	"cellular"	7	"may"	172	2	"no"
26	"services"	"single"	"secondary"	"no"	1050	"yes"	"no"	"unknown"	2	"jun"	118	3	"no"
37	"self-employed"	"divorced"	"tertiary"	"no"	160	"yes"	"yes"	"unknown"	6	"jun"	545	2	"no"
50	"management"	"divorced"	"tertiary"	"no"	83	"yes"	"no"	"cellular"	21	"aug"	40	2	"no"
33	"admin."	"married"	"secondary"	"no"	-111	"yes"	"yes"	"unknown"	20	"jun"	12	3	"no"
59	"management"	"married"	"tertiary"	"no"	1308	"no"	"no"	"cellular"	30	"jul"	183	4	"no"
28	"blue-collar"	"married"	"primary"	"no"	-55	"yes"	"no"	"unknown"	7	"may"	361	2	"no"
36	"unemployed"	"single"	"primary"	"no"	0	"no"	"no"	"telephone"	20	"nov"	47	3	"no"
37	"management"	"single"	"tertiary"	"no"	159	"no"	"yes"	"cellular"	10	"jul"	377	3	"no"
34	"management"	"single"	"tertiary"	"no"	0	"no"	"no"	"cellular"	22	"aug"	174	1	"no"
55	"entrepreneur"	"married"	"primary"	"no"	38	"no"	"yes"	"unknown"	19	"jun"	63	1	"no"
36	"management"	"married"	"secondary"	"no"	80	"yes"	"no"	"unknown"	30	"may"	251	3	"no"
30	"technician"	"single"	"secondary"	"no"	167	"no"	"no"	"unknown"	14	"sep"	9	1	"no"
31	"blue-collar"	"married"	"secondary"	"no"	1358	"yes"	"no"	"unknown"	2	"jun"	527	1	"no"
38	"services"	"married"	"tertiary"	"no"	1324	"yes"	"no"	"cellular"	3	"feb"	178	1	"no"
31	"management"	"single"	"secondary"	"no"	453	"yes"	"no"	"unknown"	9	"may"	384	2	"no"
40	"management"	"divorced"	"secondary"	"no"	1148	"yes"	"no"	"cellular"	11	"aug"	105	2	"no"
45	"blue-collar"	"married"	"unknown"	"no"	3114	"no"	"no"	"cellular"	6	"aug"	192	2	"no"
40	"blue-collar"	"divorced"	"unknown"	"no"	2357	"no"	"no"	"unknown"	18	"jun"	66	3	"no"
48	"blue-collar"	"married"	"primary"	"no"	2642	"yes"	"no"	"unknown"	8	"may"	330	3	"no"
45	"entrepreneur"	"married"	"tertiary"	"no"	1	"no"	"no"	"cellular"	19	"nov"	401	1	"no"
51	"blue-collar"	"married"	"primary"	"no"	202	"yes"	"no"	"unknown"	8	"may"	200	2	"no"
52	"services"	"divorced"	"primary"	"no"	130	"yes"	"no"	"unknown"	29	"may"	103	2	"no"
50	"management"	"married"	"tertiary"	"no"	290	"no"	"yes"	"cellular"	8	"aug"	50	2	"no"
38	"blue-collar"	"divorced"	"secondary"	"no"	0	"yes"	"no"	"cellular"	19	"nov"	230	1	"no"
42	"blue-collar"	"divorced"	"primary"	"no"	28	"yes"	"no"	"cellular"	8	"may"	213	5	"no"
35	"blue-collar"	"married"	"secondary"	"no"	594	"yes"	"no"	"unknown"	6	"jun"	213	2	"no"
48	"admin."	"divorced"	"secondary"	"no"	268	"yes"	"no"	"unknown"	7	"may"	71	4	"no"
32	"blue-collar"	"married"	"secondary"	"no"	316	"yes"	"no"	"cellular"	9	"feb"	14	4	"no"
30	"management"	"married"	"tertiary"	"no"	1195	"no"	"no"	"cellular"	18	"jul"	146	2	"no"
23	"management"	"single"	"tertiary"	"no"	1807	"no"	"no"	"cellular"	27	"jul"	606	1	"yes"
56	"management"	"divorced"	"tertiary"	"no"	535	"yes"	"no"	"cellular"	24	"jul"	67	1	"no"
39	"technician"	"married"	"secondary"	"yes"	-183	"yes"	"no"	"unknown"	14	"may"	202	2	"no"
32	"self-employed"	"single"	"tertiary"	"no"	562	"yes"	"yes"	"cellular"	8	"apr"	84	1	"no"
44	"blue-collar"	"single"	"tertiary"	"no"	827	"yes"	"no"	"unknown"	18	"jun"	65	4	"no"
32	"management"	"single"	"tertiary"	"no"	2974	"yes"	"no"	"cellular"	20	"apr"	169	1	"no"
52	"self-employed"	"single"	"tertiary"	"no"	458	"yes"	"yes"	"unknown"	9	"may"	132	5	"no"
37	"admin."	"single"	"tertiary"	"no"	224	"yes"	"no"	"cellular"	9	"jul"	128	2	"no"
32	"management"	"married"	"tertiary"	"no"	-360	"yes"	"no"	"cellular"	21	"jul"	176	4	"no"
38	"entrepreneur"	"married"	"unknown"	"no"	259	"no"	"no"	"cellular"	18	"nov"	63	1	"no"
37	"blue-collar"	"married"	"secondary"	"no"	6	"yes"	"no"	"cellular"	12	"may"	136	2	"no"
60	"admin."	"single"	"secondary"	"no"	860	"yes"	"no"	"cellular"	12	"may"	318	1	"no"
52	"blue-collar"	"single"	"primary"	"no"	1837	"yes"	"no"	"cellular"	21	"nov"	217	1	"no"
33	"services"	"single"	"secondary"	"no"	48	"yes"	"no"	"cellular"	17	"apr"	303	1	"no"
40	"technician"	"married"	"secondary"	"no"	59	"yes"	"no"	"unknown"	30	"jun"	322	3	"no"
36	"technician"	"married"	"tertiary"	"no"	579	"yes"	"no"	"unknown"	16	"jun"	80	3	"no"
30	"management"	"single"	"tertiary"	"no"	57	"yes"	"no"	"cellular"	4	"feb"	153	2	"no"
46	"management"	"married"	"tertiary"	"no"	459	"yes"	"no"	"unknown"	6	"may"	221	1	"no"
32	"management"	"single"	"tertiary"	"no"	1310	"no"	"no"	"cellular"	12	"aug"	418	3	"no"
54	"housemaid"	"divorced"	"tertiary"	"no"	1241	"no"	"no"	"unknown"	20	"jun"	17	5	"no"
34	"blue-collar"	"married"	"primary"	"no"	218	"yes"	"yes"	"unknown"	21	"may"	260	1	"no"
45	"technician"	"married"	"unknown"	"no"	886	"yes"	"no"	"cellular"	1	"sep"	115	1	"no"
56	"retired"	"married"	"primary"	"no"	0	"no"	"no"	"unknown"	11	"jun"	188	2	"no"
41	"technician"	"single"	"tertiary"	"no"	0	"yes"	"no"	"cellular"	19	"nov"	635	6	"no"
34	"management"	"married"	"tertiary"	"no"	-73	"yes"	"no"	"cellular"	11	"jul"	90	1	"no"
34	"technician"	"divorced"	"secondary"	"no"	136	"yes"	"no"	"cellular"	8	"may"	136	2	"no"
65	"management"	"divorced"	"tertiary"	"no"	90	"yes"	"no"	"cellular"	22	"apr"	416	1	"yes"
47	"blue-collar"	"married"	"secondary"	"yes"	-594	"yes"	"yes"	"cellular"	7	"jul"	100	4	"no"
34	"management"	"single"	"tertiary"	"no"	0	"no"	"no"	"cellular"	24	"jul"	174	3	"no"
54	"blue-collar"	"divorced"	"primary"	"no"	2062	"yes"	"no"	"unknown"	14	"may"	438	2	"no"
31	"technician"	"married"	"secondary"	"no"	535	"no"	"no"	"cellular"	8	"aug"	81	2	"no"
34	"entrepreneur"	"married"	"primary"	"no"	0	"yes"	"no"	"cellular"	11	"may"	547	1	"no"
30	"technician"	"single"	"secondary"	"no"	77	"no"	"yes"	"cellular"	8	"jul"	82	4	"no"
37	"technician"	"married"	"secondary"	"no"	603	"no"	"no"	"unknown"	18	"jun"	339	2	"no"
42	"blue-collar"	"divorced"	"primary"	"no"	419	"yes"	"yes"	"unknown"	14	"may"	96	4	"no"
35	"blue-collar"	"divorced"	"secondary"	"no"	52	"yes"	"no"	"unknown"	30	"may"	574	1	"no"
44	"technician"	"single"	"secondary"	"no"	54	"no"	"yes"	"cellular"	19	"aug"	199	2	"no"
55	"blue-collar"	"married"	"secondary"	"no"	1164	"no"	"no"	"cellular"	18	"nov"	242	1	"no"
50	"blue-collar"	"married"	"primary"	"no"	811	"no"	"no"	"unknown"	11	"jun"	103	3	"no"
27	"technician"	"single"	"secondary"	"no"	1187	"no"	"no"	"cellular"	28	"jan"	120	2	"no"
57	"retired"	"married"	"tertiary"	"no"	53	"no"	"no"	"telephone"	29	"jul"	539	2	"no"
35	"blue-collar"	"married"	"primary"	"no"	1177	"no"	"no"	"cellular"	8	"jun"	243	4	"yes"
33	"services"	"married"	"secondary"	"no"	-232	"yes"	"no"	"unknown"	8	"may"	208	1	"no"
51	"blue-collar"	"married"	"primary"	"no"	173	"yes"	"no"	"unknown"	5	"may"	529	2	"no"
35	"management"	"married"	"tertiary"	"no"	495	"no"	"no"	"cellular"	2	"feb"	282	1	"no"
45	"blue-collar"	"married"	"primary"	"no"	305	"yes"	"no"	"cellular"	4	"feb"	211	1	"no"
47	"technician"	"married"	"tertiary"	"no"	213	"no"	"no"	"cellular"	1	"jun"	154	1	"no"
25	"services"	"single"	"secondary"	"no"	5	"no"	"yes"	"cellular"	30	"jul"	84	6	"no"
37	"blue-collar"	"married"	"unknown"	"no"	1795	"yes"	"no"	"unknown"	5	"jun"	511	1	"no"
55	"technician"	"divorced"	"tertiary"	"no"	0	"no"	"no"	"cellular"	18	"aug"	237	1	"yes"
30	"management"	"single"	"tertiary"	"no"	9	"yes"	"yes"	"cellular"	15	"may"	582	2	"no"
30	"technician"	"single"	"secondary"	"no"	58	"yes"	"no"	"cellular"	8	"aug"	116	2	"no"
31	"blue-collar"	"married"	"secondary"	"no"	-596	"yes"	"no"	"cellular"	21	"jul"	147	1	"no"
45	"blue-collar"	"divorced"	"primary"	"no"	2702	"no"	"no"	"cellular"	18	"nov"	110	1	"no"
35	"services"	"married"	"secondary"	"no"	74	"yes"	"no"	"unknown"	27	"may"	112	1	"no"
35	"technician"	"single"	"secondary"	"no"	2151	"yes"	"no"	"unknown"	8	"may"	294	1	"no"
48	"admin."	"married"	"secondary"	"no"	112	"no"	"no"	"cellular"	18	"aug"	139	5	"no"
54	"blue-collar"	"married"	"secondary"	"no"	-630	"no"	"no"	"unknown"	23	"may"	173	1	"no"
54	"self-employed"	"married"	"primary"	"no"	1463	"no"	"no"	"unknown"	20	"jun"	60	1	"no"
50	"entrepreneur"	"divorced"	"tertiary"	"no"	223	"no"	"no"	"cellular"	7	"jul"	264	5	"no"
36	"technician"	"married"	"tertiary"	"no"	62	"no"	"no"	"cellular"	23	"jul"	66	2	"no"
51	"admin."	"married"	"secondary"	"no"	1415	"yes"	"no"	"unknown"	2	"jun"	151	3	"no"
44	"blue-collar"	"married"	"primary"	"no"	143	"yes"	"no"	"unknown"	7	"may"	153	1	"no"
32	"management"	"single"	"tertiary"	"no"	1010	"no"	"no"	"cellular"	7	"aug"	67	2	"no"
44	"management"	"married"	"tertiary"	"no"	17	"yes"	"no"	"unknown"	6	"may"	352	2	"no"
61	"retired"	"married"	"secondary"	"no"	86	"no"	"no"	"cellular"	23	"oct"	149	1	"yes"
33	"admin."	"single"	"secondary"	"no"	598	"yes"	"no"	"unknown"	28	"may"	189	1	"no"
27	"admin."	"married"	"secondary"	"no"	-790	"yes"	"no"	"cellular"	22	"jul"	273	4	"no"
44	"admin."	"divorced"	"secondary"	"no"	432	"no"	"no"	"cellular"	9	"feb"	132	3	"no"
30	"services"	"single"	"secondary"	"no"	595	"yes"	"no"	"cellular"	17	"apr"	172	1	"no"
32	"technician"	"married"	"secondary"	"no"	687	"no"	"no"	"cellular"	20	"aug"	161	4	"no"
25	"management"	"married"	"tertiary"	"no"	784	"yes"	"yes"	"unknown"	12	"may"	104	2	"no"
27	"services"	"single"	"secondary"	"no"	795	"no"	"no"	"cellular"	6	"feb"	101	3	"no"
34	"management"	"married"	"tertiary"	"no"	0	"no"	"no"	"cellular"	20	"aug"	263	2	"no"
42	"technician"	"married"	"tertiary"	"no"	246	"yes"	"no"	"telephone"	12	"may"	360	2	"no"
33	"blue-collar"	"married"	"secondary"	"no"	372	"yes"	"no"	"unknown"	6	"may"	132	2	"no"
42	"blue-collar"	"single"	"primary"	"no"	-376	"yes"	"no"	"cellular"	18	"may"	53	1	"no"
32	"technician"	"single"	"secondary"	"no"	129	"yes"	"no"	"cellular"	7	"may"	213	1	"no"
30	"services"	"single"	"tertiary"	"no"	803	"no"	"no"	"cellular"	30	"apr"	243	1	"no"
56	"technician"	"married"	"tertiary"	"no"	1476	"no"	"no"	"telephone"	31	"jul"	40	3	"no"
23	"admin."	"single"	"secondary"	"no"	589	"yes"	"no"	"cellular"	6	"may"	62	1	"no"
53	"blue-collar"	"single"	"unknown"	"no"	1555	"yes"	"no"	"unknown"	27	"may"	383	2	"no"
33	"entrepreneur"	"married"	"tertiary"	"no"	775	"yes"	"yes"	"cellular"	30	"jul"	60	3	"no"
35	"self-employed"	"single"	"primary"	"no"	45	"no"	"yes"	"unknown"	6	"jun"	81	1	"no"
44	"technician"	"divorced"	"secondary"	"no"	-357	"yes"	"yes"	"unknown"	28	"may"	318	2	"no"
54	"technician"	"single"	"secondary"	"no"	23	"no"	"no"	"cellular"	30	"jul"	93	4	"no"
42	"entrepreneur"	"divorced"	"secondary"	"no"	31	"no"	"no"	"unknown"	18	"jun"	120	1	"no"
34	"management"	"single"	"tertiary"	"yes"	621	"no"	"no"	"cellular"	28	"aug"	205	3	"no"
56	"blue-collar"	"married"	"secondary"	"no"	2190	"no"	"yes"	"unknown"	12	"jun"	270	1	"no"
33	"blue-collar"	"single"	"secondary"	"no"	231	"yes"	"no"	"unknown"	2	"jun"	466	1	"no"
46	"entrepreneur"	"married"	"unknown"	"no"	4	"no"	"yes"	"cellular"	31	"jul"	171	4	"no"
34	"admin."	"single"	"secondary"	"no"	296	"no"	"no"	"cellular"	7	"jul"	147	4	"no"
40	"management"	"married"	"tertiary"	"no"	0	"no"	"no"	"cellular"	22	"aug"	61	4	"no"
57	"technician"	"married"	"secondary"	"no"	254	"no"	"no"	"cellular"	27	"oct"	207	1	"yes"
39	"admin."	"divorced"	"secondary"	"no"	160	"yes"	"no"	"cellular"	5	"aug"	156	1	"no"
53	"technician"	"married"	"secondary"	"no"	529	"yes"	"no"	"cellular"	28	"jan"	558	1	"no"
38	"services"	"single"	"primary"	"no"	-87	"yes"	"no"	"cellular"	13	"may"	531	1	"no"
56	"retired"	"married"	"primary"	"no"	161	"no"	"yes"	"cellular"	22	"jul"	121	2	"no"
29	"blue-collar"	"married"	"primary"	"no"	236	"yes"	"no"	"unknown"	14	"may"	554	1	"no"
46	"blue-collar"	"married"	"secondary"	"no"	1004	"yes"	"no"	"unknown"	15	"may"	34	1	"no"
32	"admin."	"married"	"secondary"	"no"	198	"no"	"no"	"cellular"	16	"jul"	132	2	"no"
35	"services"	"married"	"secondary"	"no"	2179	"no"	"no"	"cellular"	20	"apr"	207	1	"no"
27	"self-employed"	"single"	"tertiary"	"no"	970	"yes"	"no"	"cellular"	13	"feb"	55	2	"no"
40	"technician"	"married"	"secondary"	"no"	109	"yes"	"no"	"unknown"	6	"may"	147	2	"no"
35	"admin."	"married"	"secondary"	"no"	0	"no"	"no"	"unknown"	7	"may"	326	1	"no"
60	"housemaid"	"married"	"unknown"	"no"	2769	"no"	"no"	"cellular"	13	"aug"	96	2	"no"
36	"admin."	"married"	"secondary"	"no"	0	"yes"	"yes"	"cellular"	11	"may"	94	1	"no"
47	"management"	"married"	"tertiary"	"no"	0	"no"	"no"	"cellular"	19	"aug"	213	2	"no"
54	"management"	"single"	"tertiary"	"no"	1464	"yes"	"yes"	"unknown"	26	"may"	425	4	"no"
49	"management"	"single"	"tertiary"	"no"	354	"yes"	"no"	"unknown"	19	"may"	166	3	"no"
29	"blue-collar"	"married"	"secondary"	"no"	358	"no"	"no"	"cellular"	21	"jul"	88	5	"no"
46	"technician"	"divorced"	"tertiary"	"no"	288	"yes"	"no"	"unknown"	9	"may"	166	1	"no"
30	"blue-collar"	"married"	"primary"	"no"	62	"no"	"no"	"unknown"	27	"jun"	213	1	"no"
42	"technician"	"married"	"secondary"	"no"	422	"yes"	"no"	"cellular"	16	"jul"	400	1	"no"
27	"entrepreneur"	"married"	"secondary"	"no"	554	"yes"	"no"	"unknown"	16	"may"	131	1	"no"
51	"blue-collar"	"married"	"primary"	"no"	201	"yes"	"no"	"cellular"	17	"jul"	582	2	"yes"
45	"admin."	"married"	"secondary"	"no"	840	"yes"	"no"	"unknown"	30	"may"	54	3	"no"
33	"management"	"married"	"tertiary"	"no"	584	"yes"	"no"	"cellular"	7	"aug"	269	3	"no"
41	"management"	"married"	"tertiary"	"no"	1408	"no"	"no"	"cellular"	23	"jul"	403	3	"no"
51	"admin."	"single"	"secondary"	"yes"	-2	"no"	"no"	"unknown"	5	"may"	402	3	"no"
32	"blue-collar"	"married"	"secondary"	"no"	-249	"yes"	"yes"	"cellular"	21	"jul"	189	3	"no"
45	"housemaid"	"married"	"secondary"	"no"	360	"no"	"no"	"cellular"	3	"nov"	215	1	"yes"
37	"blue-collar"	"divorced"	"secondary"	"no"	178	"yes"	"no"	"unknown"	13	"may"	71	1	"no"
56	"blue-collar"	"married"	"primary"	"no"	5	"yes"	"yes"	"unknown"	6	"may"	407	2	"no"
38	"admin."	"divorced"	"secondary"	"no"	407	"yes"	"yes"	"cellular"	19	"aug"	89	1	"no"
40	"admin."	"single"	"secondary"	"no"	263	"yes"	"no"	"unknown"	6	"may"	231	1	"no"
50	"blue-collar"	"married"	"secondary"	"no"	907	"no"	"yes"	"cellular"	16	"jul"	68	1	"no"
54	"blue-collar"	"married"	"primary"	"no"	-41	"yes"	"no"	"unknown"	5	"may"	288	1	"no"
45	"management"	"married"	"tertiary"	"no"	-52	"yes"	"no"	"unknown"	19	"jun"	202	1	"no"
59	"housemaid"	"married"	"primary"	"no"	500	"no"	"no"	"unknown"	5	"jun"	94	1	"no"
34	"admin."	"single"	"tertiary"	"no"	3092	"no"	"no"	"cellular"	19	"nov"	115	1	"no"
58	"retired"	"divorced"	"secondary"	"no"	-808	"yes"	"no"	"cellular"	8	"may"	75	4	"no"
30	"management"	"single"	"tertiary"	"no"	756	"no"	"no"	"cellular"	13	"aug"	321	4	"no"
31	"admin."	"single"	"secondary"	"no"	-133	"yes"	"no"	"unknown"	27	"may"	355	2	"no"
26	"housemaid"	"single"	"primary"	"yes"	-1006	"yes"	"yes"	"cellular"	21	"jul"	222	1	"no"
38	"blue-collar"	"married"	"secondary"	"no"	43	"no"	"yes"	"cellular"	4	"jul"	135	3	"no"
26	"management"	"single"	"secondary"	"no"	609	"yes"	"no"	"cellular"	21	"jul"	594	1	"no"
32	"services"	"married"	"secondary"	"no"	401	"yes"	"no"	"unknown"	15	"may"	294	2	"no"
25	"blue-collar"	"single"	"secondary"	"no"	320	"yes"	"no"	"cellular"	18	"may"	549	3	"no"
31	"management"	"single"	"tertiary"	"no"	12	"yes"	"no"	"unknown"	9	"may"	330	4	"no"
38	"blue-collar"	"married"	"primary"	"no"	406	"yes"	"no"	"cellular"	25	"jul"	460	5	"no"
35	"services"	"divorced"	"secondary"	"no"	-33	"no"	"yes"	"cellular"	6	"may"	109	1	"no"
26	"self-employed"	"single"	"tertiary"	"no"	2857	"no"	"no"	"cellular"	3	"jul"	446	1	"yes"
31	"services"	"single"	"secondary"	"no"	0	"yes"	"no"	"unknown"	26	"may"	223	2	"no"
58	"retired"	"married"	"unknown"	"no"	911	"no"	"no"	"cellular"	27	"aug"	178	4	"no"
65	"retired"	"married"	"tertiary"	"no"	2416	"no"	"no"	"cellular"	17	"feb"	221	2	"yes"
51	"unemployed"	"married"	"primary"	"no"	0	"no"	"no"	"cellular"	29	"jul"	132	2	"no"
30	"unemployed"	"single"	"secondary"	"no"	1058	"no"	"no"	"cellular"	4	"feb"	515	1	"no"
53	"housemaid"	"divorced"	"secondary"	"no"	292	"no"	"no"	"unknown"	12	"jun"	92	2	"no"
53	"blue-collar"	"married"	"primary"	"no"	0	"no"	"no"	"cellular"	7	"jul"	114	1	"no"
48	"blue-collar"	"married"	"secondary"	"no"	194	"yes"	"no"	"cellular"	5	"feb"	62	1	"no"
31	"management"	"married"	"secondary"	"no"	-329	"yes"	"no"	"cellular"	8	"jul"	119	3	"no"
29	"blue-collar"	"married"	"primary"	"yes"	-43	"yes"	"no"	"unknown"	9	"may"	484	1	"no"
30	"technician"	"single"	"secondary"	"no"	1416	"no"	"no"	"telephone"	19	"nov"	519	2	"no"
36	"management"	"married"	"tertiary"	"no"	518	"no"	"no"	"cellular"	21	"aug"	48	1	"no"
36	"management"	"married"	"tertiary"	"no"	1434	"no"	"no"	"cellular"	18	"nov"	379	1	"no"
41	"services"	"married"	"secondary"	"no"	-141	"yes"	"yes"	"unknown"	2	"jun"	243	3	"no"
31	"admin."	"married"	"secondary"	"no"	879	"yes"	"no"	"cellular"	13	"may"	394	1	"yes"
34	"admin."	"divorced"	"secondary"	"no"	145	"no"	"no"	"cellular"	8	"jul"	183	5	"no"
39	"blue-collar"	"single"	"primary"	"no"	323	"yes"	"no"	"unknown"	5	"jun"	138	3	"no"
42	"blue-collar"	"single"	"primary"	"no"	177	"yes"	"no"	"cellular"	14	"may"	174	2	"no"
30	"admin."	"single"	"tertiary"	"no"	267	"no"	"no"	"cellular"	2	"feb"	124	1	"no"
29	"blue-collar"	"married"	"primary"	"no"	258	"yes"	"no"	"unknown"	26	"may"	130	1	"no"
39	"self-employed"	"married"	"tertiary"	"no"	3201	"no"	"no"	"unknown"	6	"jun"	197	2	"no"
36	"technician"	"married"	"secondary"	"no"	146	"yes"	"yes"	"unknown"	15	"may"	284	2	"no"
37	"admin."	"married"	"secondary"	"no"	1559	"no"	"no"	"cellular"	27	"may"	81	1	"no"
56	"technician"	"married"	"secondary"	"no"	2558	"no"	"no"	"unknown"	19	"jun"	288	1	"no"
29	"technician"	"single"	"tertiary"	"no"	-229	"yes"	"no"	"cellular"	21	"jul"	416	4	"no"
32	"technician"	"married"	"secondary"	"no"	0	"yes"	"no"	"cellular"	18	"aug"	143	4	"no"
30	"blue-collar"	"single"	"secondary"	"no"	332	"no"	"no"	"cellular"	14	"jul"	465	3	"no"
38	"management"	"single"	"tertiary"	"no"	470	"no"	"no"	"cellular"	7	"aug"	87	2	"no"
46	"housemaid"	"divorced"	"primary"	"no"	41	"no"	"no"	"cellular"	11	"aug"	100	2	"no"
41	"technician"	"married"	"tertiary"	"no"	-762	"yes"	"yes"	"unknown"	23	"may"	145	1	"no"
58	"management"	"married"	"tertiary"	"no"	0	"no"	"no"	"unknown"	20	"jun"	22	4	"no"
31	"admin."	"married"	"secondary"	"no"	355	"yes"	"no"	"unknown"	9	"may"	239	1	"no"
23	"blue-collar"	"single"	"secondary"	"no"	1690	"yes"	"yes"	"unknown"	30	"may"	163	3	"no"
35	"admin."	"married"	"tertiary"	"no"	690	"no"	"no"	"cellular"	16	"oct"	108	1	"no"
29	"blue-collar"	"married"	"secondary"	"no"	844	"yes"	"no"	"unknown"	27	"may"	157	2	"no"
39	"management"	"single"	"tertiary"	"no"	0	"yes"	"no"	"cellular"	16	"apr"	81	2	"no"
28	"admin."	"single"	"secondary"	"no"	775	"no"	"no"	"cellular"	29	"jan"	603	2	"no"
40	"technician"	"single"	"secondary"	"no"	1411	"yes"	"yes"	"cellular"	18	"nov"	93	3	"no"
40	"self-employed"	"married"	"secondary"	"no"	2	"no"	"no"	"cellular"	22	"aug"	197	5	"no"
25	"management"	"single"	"tertiary"	"no"	528	"no"	"no"	"cellular"	14	"aug"	201	1	"yes"
37	"services"	"single"	"secondary"	"no"	43	"yes"	"no"	"cellular"	17	"jul"	36	2	"no"
37	"technician"	"married"	"secondary"	"no"	712	"yes"	"no"	"cellular"	18	"nov"	291	2	"no"
38	"technician"	"married"	"tertiary"	"no"	664	"no"	"no"	"cellular"	22	"aug"	242	2	"no"
59	"blue-collar"	"married"	"secondary"	"no"	104	"yes"	"no"	"unknown"	2	"jun"	92	5	"no"
35	"blue-collar"	"single"	"secondary"	"no"	773	"yes"	"no"	"unknown"	23	"may"	136	2	"no"
44	"self-employed"	"divorced"	"tertiary"	"no"	2938	"no"	"no"	"cellular"	6	"feb"	107	2	"no"
29	"blue-collar"	"single"	"secondary"	"no"	9	"yes"	"no"	"cellular"	11	"may"	262	3	"no"
59	"blue-collar"	"married"	"primary"	"no"	10	"yes"	"no"	"unknown"	7	"may"	133	3	"no"
30	"services"	"single"	"secondary"	"no"	419	"yes"	"no"	"cellular"	12	"may"	300	3	"no"
28	"entrepreneur"	"single"	"tertiary"	"no"	104	"no"	"no"	"cellular"	30	"apr"	170	1	"no"
41	"blue-collar"	"married"	"primary"	"no"	1654	"yes"	"no"	"unknown"	14	"may"	35	1	"no"
31	"management"	"single"	"tertiary"	"no"	284	"no"	"no"	"cellular"	21	"aug"	45	4	"no"
54	"admin."	"married"	"primary"	"no"	0	"no"	"no"	"cellular"	30	"jul"	255	2	"no"
42	"self-employed"	"married"	"secondary"	"no"	357	"no"	"no"	"cellular"	22	"aug"	94	4	"no"
45	"blue-collar"	"single"	"primary"	"no"	1006	"no"	"no"	"unknown"	20	"jun"	124	1	"no"
